region_id,unit_id,fire_number,discovery_date,discovery_time,first_attack_date,first_attack_time,strategy_met_date,strategy_met_time,fire_out_date,fire_out_time,total_acres,statistical_cause,latitude,longitude
2,251,2011251012,5/3/2011,16:27,5/3/2011,17:02,5/3/2011,17:20,5/3/2011,17:28,0.2,5,46.95655311,-92.58897127
1,161,2011161009,5/3/2011,16:35,5/3/2011,16:55,5/3/2011,17:30,5/4/2011,8:00,0.2,2,46.95140812,-94.77360366
3,312,2011312023,5/3/2011,17:06,5/3/2011,17:26,5/3/2011,17:39,5/5/2011,8:00,0.3,2,45.87097644,-94.42895682
1,161,2011163008,5/3/2011,19:40,5/3/2011,20:00,5/3/2011,20:05,5/4/2011,8:00,1,7,46.90291214,-95.48541177
3,312,2011312022,5/3/2011,21:31,5/3/2011,21:41,5/3/2011,21:41,5/4/2011,8:00,0.1,7,45.93102157,-93.37250836
3,312,2011312024,5/4/2011,10:23,5/4/2011,10:32,5/4/2011,13:45,5/5/2011,10:00,157,7,45.8694165,-93.98853102
2,251,2011251013,5/4/2011,12:51,5/4/2011,13:02,5/4/2011,13:09,5/4/2011,13:19,0.1,2,46.70889678,-92.4681795
1,111,2011111029,5/4/2011,13:00,5/4/2011,13:10,5/4/2011,13:30,5/4/2011,13:30,0.1,5,47.40594805,-94.94597157
2,251,2011251014,5/4/2011,14:31,5/4/2011,14:41,5/4/2011,14:42,5/4/2011,15:10,0.25,5,46.86012291,-92.14029226
1,142,2011142003,5/4/2011,14:35,5/4/2011,14:38,5/4/2011,14:41,5/11/2011,20:11,0.1,5,46.71675689,-94.4118632
1,111,2011111030,5/4/2011,15:00,5/4/2011,15:30,5/4/2011,16:00,5/4/2011,16:00,0.25,5,47.25921029,-95.11337458
2,251,2011251016,5/4/2011,16:13,5/4/2011,16:22,5/4/2011,16:34,5/5/2011,9:00,0.02,9,46.71977085,-92.47860628
3,351,2011351019,5/4/2011,16:25,5/4/2011,16:40,5/4/2011,18:17,5/14/2011,17:00,2.6,5,45.34836996,-93.67249871
1,111,2011111027,5/4/2011,17:00,5/4/2011,17:20,5/4/2011,18:00,5/27/2011,8:00,12,5,47.53723395,-95.09021655
3,351,2011351018,5/4/2011,17:11,5/4/2011,17:20,5/4/2011,17:54,5/4/2011,18:53,0.25,9,45.50246538,-93.3096128
2,234,2011234011,5/4/2011,17:13,5/4/2011,17:15,5/4/2011,17:24,5/6/2011,8:00,0.1,7,47.43008916,-92.93814093
3,312,2011312026,5/4/2011,17:25,5/4/2011,17:36,5/4/2011,18:03,5/9/2011,11:00,3,9,45.89554208,-94.03363373
2,251,2011251015,5/4/2011,17:34,5/4/2011,17:42,5/4/2011,17:47,5/5/2011,8:00,0.1,7,46.834765,-92.21436663
2,232,2011232012,5/4/2011,17:55,5/4/2011,18:40,5/4/2011,19:19,5/4/2011,20:33,5,5,46.61716802,-93.09306894
1,121,2011121023,5/5/2011,15:27,5/5/2011,16:00,5/5/2011,16:45,5/25/2011,10:00,10,7,48.48425852,-96.29735623
1,121,2011121022,5/5/2011,15:30,5/5/2011,16:00,5/5/2011,16:45,5/25/2011,10:00,46,7,48.46976724,-96.27483334
3,312,2011312028,5/5/2011,18:45,5/5/2011,19:00,5/5/2011,19:20,5/9/2011,10:45,0.1,7,45.91443307,-94.46996838
1,161,2011163009,5/6/2011,10:46,5/6/2011,11:17,5/6/2011,11:25,5/10/2011,9:00,0.3,7,47.01885506,-95.76123516
1,111,2011111032,5/6/2011,12:00,5/6/2011,12:00,5/6/2011,12:01,5/6/2011,12:02,0.5,2,47.65814478,-95.3438883
3,312,2011312027,5/6/2011,12:07,5/6/2011,12:12,5/6/2011,12:22,5/9/2011,10:45,1,9,46.06837236,-94.04209214
1,117,2011117006,5/6/2011,13:56,5/6/2011,14:20,5/6/2011,14:53,6/10/2011,8:00,2.5,2,47.89497777,-94.68025699
1,121,2011121027,5/6/2011,15:40,5/6/2011,15:45,5/6/2011,16:15,5/6/2011,16:15,1,5,48.30123906,-95.78400359
1,111,2011111031,5/6/2011,16:25,5/6/2011,16:45,5/6/2011,18:00,5/6/2011,18:00,0.1,5,47.5869193,-94.97364683
2,244,2011244022,5/6/2011,17:45,5/6/2011,17:50,5/6/2011,18:00,5/7/2011,8:00,0.25,9,46.41657857,-92.75951588
2,221,2011221006,5/6/2011,18:36,5/6/2011,19:19,5/6/2011,20:11,5/12/2011,15:00,0.3,5,47.46912867,-93.44783862
3,312,2011312029,5/6/2011,23:09,5/6/2011,23:54,5/7/2011,0:20,5/7/2011,12:00,2.4,5,45.9202631,-93.99032351
1,161,2011163010,5/6/2011,23:40,5/6/2011,23:50,5/7/2011,0:10,5/7/2011,0:20,1.5,7,46.86279916,-95.46680365
1,121,2011121024,5/7/2011,0:54,5/7/2011,1:15,5/7/2011,1:59,5/25/2011,8:00,10,7,48.71903032,-96.70848683
3,351,2011351020,5/7/2011,13:14,5/7/2011,13:19,5/7/2011,13:25,5/9/2011,9:00,0.25,5,45.46726444,-93.55967579
2,244,2011244023,5/7/2011,14:09,5/7/2011,14:12,5/7/2011,14:35,5/8/2011,8:00,2.25,5,46.11629953,-92.85859957
3,351,2011351021,5/7/2011,14:11,5/7/2011,14:48,5/7/2011,15:21,5/7/2011,18:00,0.25,5,45.41924327,-93.40122241
1,121,2011121026,5/7/2011,15:45,5/7/2011,16:43,5/7/2011,18:03,5/25/2011,8:00,116,7,48.53819383,-96.59778596
1,121,2011121025,5/7/2011,15:56,5/7/2011,16:10,5/7/2011,18:03,5/25/2011,8:00,10,7,48.53075567,-96.53734739
2,234,2011234012,5/7/2011,16:15,5/7/2011,16:25,5/7/2011,16:30,6/3/2011,8:00,0.2,7,47.50351392,-92.9119089
1,142,2011142004,5/7/2011,19:30,5/7/2011,20:15,5/7/2011,21:30,5/9/2011,8:00,27,7,46.53721663,-94.76791834
1,161,2011163011,5/7/2011,21:50,5/7/2011,22:00,5/7/2011,22:20,5/7/2011,22:42,5,7,46.86300181,-95.45067442
2,251,2011251017,5/8/2011,10:59,5/8/2011,11:15,5/8/2011,11:37,5/9/2011,8:00,0.1,9,46.71383222,-92.88083297
1,121,2011121028,5/8/2011,13:37,5/8/2011,13:50,5/8/2011,14:45,5/25/2011,8:00,15,7,48.51656067,-96.58137992
1,121,2011121029,5/9/2011,23:25,5/9/2011,23:40,5/9/2011,23:59,5/25/2011,8:00,7,7,48.58843248,-96.53774113
2,251,2011251018,5/11/2011,12:23,5/11/2011,12:51,5/11/2011,13:10,5/11/2011,13:14,0.7,5,46.59642394,-92.4568651
2,245,2011245001,5/11/2011,17:16,5/11/2011,17:29,5/11/2011,17:40,5/13/2011,8:00,0.01,3,47.89433055,-92.55599932
2,234,2011234013,5/11/2011,22:15,5/11/2011,22:21,5/11/2011,22:30,5/16/2011,8:00,0.1,7,47.48473026,-92.86145929
2,234,2011234014,5/13/2011,11:25,5/13/2011,11:38,5/13/2011,11:40,5/13/2011,12:00,0.1,4,47.38278338,-92.91939683
2,234,2011234015,5/14/2011,11:25,5/14/2011,11:38,5/14/2011,11:40,5/15/2011,11:00,0.5,5,47.48466039,-93.18207919
1,131,2011131010,5/14/2011,11:45,5/14/2011,12:03,5/14/2011,12:06,5/14/2011,12:17,0.2,7,48.75564094,-94.88500506
2,244,2011244024,5/14/2011,12:00,5/14/2011,12:30,5/14/2011,13:00,5/15/2011,8:00,0.25,7,46.03418781,-93.00501392
2,234,2011234016,5/14/2011,18:28,5/14/2011,18:50,5/14/2011,19:10,6/3/2011,8:00,2.5,9,47.45402438,-92.78303016
1,121,2011121030,5/14/2011,20:25,5/14/2011,20:35,5/14/2011,21:22,5/25/2011,8:00,20,7,48.96133455,-96.92769621
1,121,2011121031,5/14/2011,21:43,5/14/2011,22:00,5/14/2011,22:56,5/25/2011,8:00,50,7,48.90706508,-96.80136918
1,121,2011121032,5/15/2011,11:27,5/15/2011,11:45,5/15/2011,13:00,5/25/2011,8:00,5,7,48.57522074,-97.01637849
2,261,2011261004,5/15/2011,12:15,5/15/2011,12:20,5/15/2011,12:30,5/17/2011,14:30,0.4,5,48.40148954,-93.54663433
1,121,2011121033,5/15/2011,12:38,5/15/2011,12:45,5/15/2011,13:25,5/21/2011,8:00,18,7,48.59969184,-96.60891325
1,121,2011121034,5/15/2011,13:08,5/15/2011,13:08,5/15/2011,14:10,5/25/2011,8:00,14,5,48.71573085,-96.1487181
2,232,2011232017,5/15/2011,13:10,5/15/2011,13:20,5/15/2011,14:20,5/23/2011,8:00,8,5,46.42621859,-93.88668686
2,221,2011221007,5/15/2011,14:09,5/15/2011,14:23,5/15/2011,14:43,5/20/2011,14:00,0.3,5,47.26636286,-93.34963767
2,232,2011232015,5/15/2011,14:22,5/15/2011,14:30,5/15/2011,20:00,5/31/2011,8:00,0.5,5,46.58758988,-93.80137378
1,121,2011121035,5/15/2011,14:24,5/15/2011,14:36,5/15/2011,15:03,5/21/2011,8:00,5,7,48.57099092,-96.65210139
2,244,2011244025,5/15/2011,15:10,5/15/2011,15:30,5/15/2011,16:00,5/16/2011,8:00,0.1,9,46.32537684,-93.52298648
2,245,2011241003,5/15/2011,15:35,5/15/2011,15:45,5/15/2011,18:00,5/16/2011,13:00,0.1,5,48.43049228,-93.05688578
2,234,2011234017,5/15/2011,15:52,5/15/2011,16:06,5/15/2011,16:07,5/16/2011,11:00,0.1,9,47.37262679,-92.83073138
2,232,2011232018,5/15/2011,16:05,5/15/2011,16:30,5/15/2011,16:45,5/23/2011,8:00,4,7,46.18824006,-94.33750545
2,232,2011232016,5/15/2011,21:10,5/15/2011,21:30,5/15/2011,23:59,5/23/2011,8:00,2,5,46.44770537,-94.07024
1,111,2011111033,5/16/2011,5:00,5/16/2011,5:15,5/16/2011,5:20,5/27/2011,8:00,0.1,7,47.38638417,-94.61024292
2,251,2011251019,5/16/2011,11:26,5/16/2011,11:26,5/16/2011,11:36,5/16/2011,11:51,0.1,2,46.76274215,-92.31475809
2,221,2011221008,5/16/2011,11:38,5/16/2011,11:53,5/16/2011,12:06,5/18/2011,11:15,0.3,5,47.75933047,-93.72379027
3,312,2011312030,5/16/2011,11:59,5/16/2011,12:33,5/16/2011,12:34,5/19/2011,8:00,0.1,2,45.89429588,-93.9293302
1,121,2011121036,5/16/2011,12:00,5/16/2011,12:00,5/16/2011,12:30,5/21/2011,8:00,1,7,48.92092247,-96.63810683
2,251,2011251020,5/16/2011,13:44,5/16/2011,14:18,5/16/2011,14:28,5/17/2011,8:00,10,9,46.60589771,-93.0336368
2,234,2011234018,5/16/2011,13:44,5/16/2011,14:06,5/16/2011,14:57,5/17/2011,11:00,1.9,4,47.28122514,-92.91377275
2,251,2011251021,5/16/2011,14:28,5/16/2011,14:37,5/16/2011,14:40,5/16/2011,14:44,0.1,2,47.17829382,-92.38498545
1,121,2011121037,5/16/2011,14:47,5/16/2011,15:00,5/16/2011,15:31,5/21/2011,8:00,2,5,48.8351762,-96.03201085
3,351,2011351022,5/16/2011,15:09,5/16/2011,15:15,5/16/2011,15:33,5/17/2011,8:00,0.25,9,45.35239845,-93.76606031
1,161,2011163015,5/16/2011,15:15,5/16/2011,15:32,5/16/2011,15:47,5/16/2011,16:00,0.5,3,46.69413501,-96.07651918
1,142,2011142005,5/16/2011,15:30,5/16/2011,15:48,5/16/2011,15:58,5/23/2011,11:06,0.1,5,46.68732774,-94.49552518
2,234,2011234019,5/16/2011,17:17,5/16/2011,17:26,5/16/2011,17:32,6/3/2011,8:00,0.1,7,47.42697493,-92.95563382
1,161,2011161011,5/16/2011,17:30,5/16/2011,18:15,5/16/2011,19:30,5/17/2011,10:00,28,5,46.84993766,-94.82764734
2,234,2011234020,5/16/2011,17:46,5/16/2011,17:53,5/16/2011,17:56,5/17/2011,11:00,0.1,9,47.40010756,-92.91094167
1,142,2011142006,5/16/2011,17:51,5/16/2011,18:20,5/16/2011,18:30,5/17/2011,9:30,0.25,2,46.40021111,-94.64124224
2,232,2011232019,5/16/2011,19:08,5/16/2011,20:00,5/16/2011,20:05,5/23/2011,8:00,3,5,46.31767675,-94.19120275
2,251,2011251022,5/17/2011,8:29,5/17/2011,8:33,5/17/2011,8:35,5/17/2011,8:41,0.1,2,46.92292617,-92.8509355
2,232,2011232020,5/17/2011,10:26,5/17/2011,10:43,5/17/2011,13:10,5/23/2011,8:00,3,2,46.47426638,-93.53316468
2,232,2011232021,5/17/2011,12:57,5/17/2011,13:12,5/17/2011,15:01,5/23/2011,8:00,1,9,46.61810142,-93.47265391
1,131,2011131011,5/17/2011,13:22,5/17/2011,13:35,5/17/2011,15:00,8/10/2011,15:00,7,9,48.79470712,-95.05984196
1,161,2011163014,5/17/2011,14:13,5/17/2011,14:20,5/17/2011,14:27,5/17/2011,14:35,0.1,2,46.80626537,-95.98965369
3,351,2011351023,5/17/2011,14:17,5/17/2011,14:30,5/17/2011,14:30,5/18/2011,8:00,0.25,4,45.3557229,-93.59483387
1,121,2011121038,5/17/2011,14:46,5/17/2011,15:05,5/17/2011,16:02,5/25/2011,8:00,10,5,48.83085352,-95.09341557
1,111,2011111034,5/17/2011,15:30,5/17/2011,15:35,5/17/2011,15:40,5/17/2011,16:00,0.1,7,47.39426981,-94.64174395
2,234,2011234021,5/17/2011,15:51,5/17/2011,16:03,5/17/2011,16:48,5/27/2011,12:00,0.5,7,47.44024323,-92.52928944
1,121,2011121039,5/17/2011,16:30,5/17/2011,16:40,5/17/2011,20:00,5/21/2011,8:00,22,7,48.5522398,-96.50013626
2,232,2011232022,5/17/2011,18:02,5/17/2011,18:15,5/17/2011,18:25,5/23/2011,8:00,0.1,9,46.53193639,-94.20559437
2,244,2011244026,5/18/2011,11:04,5/18/2011,11:14,5/18/2011,11:20,5/18/2011,11:30,0.1,9,45.85895992,-92.88129408
3,351,2011351024,5/18/2011,13:57,5/18/2011,14:13,5/18/2011,14:28,5/18/2011,14:46,0.25,5,45.43009497,-93.26328433
1,161,2011163012,5/18/2011,14:14,5/18/2011,14:20,5/18/2011,14:35,5/18/2011,14:45,0.1,2,46.83867948,-95.97804901
2,244,2011244028,5/18/2011,20:30,5/18/2011,21:00,5/18/2011,21:20,5/19/2011,8:00,0.1,5,45.96404868,-93.04419065
2,244,2011244027,5/19/2011,9:49,5/19/2011,10:09,5/19/2011,10:25,5/20/2011,8:00,0.2,9,46.37327028,-92.79072934
1,161,2011163013,5/19/2011,13:33,5/19/2011,13:55,5/19/2011,14:15,5/23/2011,8:00,10.5,7,46.91366582,-95.53263698
1,161,2011161012,5/19/2011,13:50,5/19/2011,14:00,5/19/2011,14:10,5/19/2011,14:30,0.1,2,46.947644,-94.75684271
2,245,2011245002,5/19/2011,16:19,5/19/2011,16:25,5/19/2011,16:26,11/9/2011,8:00,0.1,5,47.71655216,-91.94102621
1,111,2011111035,5/19/2011,16:45,5/19/2011,16:55,5/19/2011,17:00,5/20/2011,8:00,0.2,2,47.19930426,-95.78191935
1,121,2011121040,5/19/2011,17:30,5/19/2011,18:00,5/19/2011,19:00,5/19/2011,20:00,10,7,48.28724966,-95.70439752
2,261,2011261005,5/19/2011,17:30,5/19/2011,17:34,5/19/2011,17:50,5/19/2011,18:05,0.01,5,48.51084981,-93.69829256
2,232,2011232024,5/20/2011,10:40,5/20/2011,11:00,5/20/2011,12:00,5/20/2011,12:00,0.01,5,46.31047069,-94.21233284
2,245,2011245003,5/20/2011,12:40,5/20/2011,12:59,5/20/2011,13:30,5/23/2011,8:00,0.2,2,47.8357174,-92.87258128
2,245,2011245004,5/20/2011,14:45,5/20/2011,14:50,5/20/2011,15:15,5/28/2011,9:00,1,4,47.81366384,-92.34301823
1,121,2011121042,5/20/2011,15:30,5/20/2011,16:28,5/20/2011,20:18,5/25/2011,8:00,65,7,48.81786334,-96.35738312
1,121,2011121041,5/20/2011,15:30,5/20/2011,16:26,5/20/2011,18:36,6/10/2011,8:00,140,7,48.80682895,-96.30805453
1,121,2011121043,5/20/2011,15:45,5/20/2011,16:15,5/20/2011,20:15,6/13/2011,8:00,320,7,48.60317991,-96.45128795
2,253,2011253003,5/20/2011,18:01,5/20/2011,18:20,5/20/2011,18:21,5/20/2011,18:22,0.01,9,47.14318703,-91.69441153
2,251,2011251023,5/23/2011,13:49,5/23/2011,13:54,5/23/2011,14:23,5/23/2011,14:23,0.01,2,46.68390033,-92.53069551
2,232,2011232023,5/25/2011,15:55,5/25/2011,16:16,5/25/2011,17:09,5/27/2011,10:04,0.1,9,46.30375072,-94.24884361
1,121,2011121044,5/26/2011,11:07,5/26/2011,11:20,5/26/2011,11:30,5/31/2011,8:00,1,7,48.90710708,-96.81778049
2,221,2011221009,5/26/2011,15:03,5/26/2011,15:14,5/26/2011,15:18,5/26/2011,15:55,0.1,9,47.28391439,-93.49902253
2,253,2011253004,5/27/2011,13:49,5/27/2011,13:57,5/27/2011,14:30,5/31/2011,8:00,0.1,5,47.35657397,-91.29591599
2,245,2011245005,5/31/2011,16:10,5/31/2011,16:15,5/31/2011,16:30,5/31/2011,16:45,0.1,9,47.94765246,-92.66292086
1,121,2011121045,6/3/2011,16:41,6/3/2011,17:00,6/3/2011,17:30,6/10/2011,8:00,10,7,48.60313123,-96.55947325
3,312,2011312031,6/6/2011,15:02,6/6/2011,15:25,6/6/2011,15:35,6/7/2011,9:15,0.1,5,45.81124725,-94.00687199
2,221,2011221010,6/6/2011,16:05,6/6/2011,16:45,6/6/2011,20:15,6/22/2011,8:00,0.3,1,47.20084851,-93.24430887
2,245,2011245006,6/6/2011,18:50,6/6/2011,19:11,6/6/2011,19:40,6/7/2011,10:00,0.2,5,47.66703929,-92.05675627
1,161,2011161013,6/6/2011,19:30,6/6/2011,19:50,6/6/2011,20:45,6/6/2011,21:45,5,2,46.80716164,-95.00919523
3,312,2011312032,6/9/2011,15:45,6/9/2011,15:55,6/9/2011,16:00,6/14/2011,10:00,0.1,5,45.7074139,-94.18778042
2,244,2011244029,6/11/2011,12:10,6/11/2011,12:15,6/11/2011,12:30,6/11/2011,12:45,0.1,7,46.13033546,-92.79615612
2,245,2011245007,6/11/2011,12:40,6/11/2011,13:10,6/11/2011,14:00,6/13/2011,10:00,0.4,4,47.81780458,-92.06995238
2,234,2011234022,6/12/2011,16:47,6/12/2011,17:45,6/12/2011,18:17,8/31/2011,8:00,0.2,5,47.52154615,-92.33430713
2,245,2011245008,6/12/2011,17:25,6/12/2011,17:45,6/12/2011,17:50,6/13/2011,12:00,0.1,9,47.71779543,-92.65425966
2,251,2011251024,6/13/2011,13:25,6/13/2011,13:49,6/13/2011,14:17,6/13/2011,14:17,0.02,5,46.92547701,-92.10895715
1,131,2011131012,6/14/2011,12:10,6/14/2011,12:35,6/14/2011,12:50,6/14/2011,13:00,0.1,9,48.70449648,-94.9550669
3,351,2011351025,6/14/2011,13:00,6/14/2011,13:10,6/14/2011,13:30,6/15/2011,8:00,0.1,9,45.43827238,-93.52342278
2,261,2011261006,6/16/2011,15:30,6/16/2011,15:35,6/16/2011,16:00,6/16/2011,16:15,0.1,7,48.32415482,-93.54839762
2,245,2011245024,7/4/2011,16:11,7/4/2011,16:29,7/4/2011,16:35,7/4/2011,16:48,0.1,2,47.79890402,-92.30567985
1,121,2011121046,7/8/2011,22:11,7/8/2011,22:30,7/8/2011,23:00,7/8/2011,23:00,1,7,48.58505815,-96.6035297
2,245,2011245009,7/18/2011,15:47,7/18/2011,16:24,7/18/2011,17:30,7/21/2011,12:00,0.4,4,47.84236876,-92.20932586
2,234,2011234023,7/21/2011,12:16,7/21/2011,12:32,7/21/2011,12:34,7/21/2011,12:34,0.1,2,47.53279273,-92.32338971
2,245,2011245010,7/21/2011,15:00,7/21/2011,15:30,7/21/2011,16:00,7/27/2011,8:00,0.4,4,47.84962006,-92.19884289
2,245,2011245011,7/22/2011,15:45,7/22/2011,16:25,7/22/2011,16:25,7/27/2011,8:00,0.5,7,47.71328679,-91.92466717
1,131,2011131013,8/2/2011,15:00,8/2/2011,15:08,8/2/2011,15:45,8/9/2011,16:08,0.1,2,48.62599404,-94.64524881
1,111,2011111036,8/2/2011,18:30,8/2/2011,18:41,8/2/2011,18:50,8/4/2011,8:00,0.5,5,47.40968294,-95.01006835
2,261,2011261007,8/3/2011,8:45,8/3/2011,8:55,8/3/2011,10:20,9/6/2011,15:00,1.3,5,48.68733889,-94.41084773
2,244,2011244031,8/3/2011,13:15,8/3/2011,13:30,8/3/2011,13:45,8/4/2011,8:00,0.1,2,46.01629343,-92.93257941
2,245,2011241004,8/3/2011,14:00,8/3/2011,15:40,8/3/2011,16:46,8/18/2011,12:00,2,1,48.22720642,-92.51811885
2,244,2011244030,8/3/2011,16:50,8/3/2011,17:00,8/3/2011,17:01,8/3/2011,17:01,0.1,2,46.01629343,-92.93257941
1,131,2011131014,8/9/2011,16:11,8/9/2011,16:20,8/9/2011,16:35,8/10/2011,12:00,0.1,6,48.71270455,-94.6570881
2,245,2011245012,8/10/2011,20:43,8/10/2011,20:47,8/10/2011,20:58,8/11/2011,10:10,0.1,5,47.86528701,-92.484927
2,245,2011245013,8/12/2011,14:00,8/12/2011,14:28,8/12/2011,14:38,8/13/2011,12:00,0.1,1,47.97679072,-92.82746641
2,253,2011253005,8/13/2011,13:00,8/13/2011,14:00,8/13/2011,16:00,8/16/2011,10:00,0.1,4,47.10710001,-91.58513508
1,131,2011131015,8/14/2011,15:30,8/14/2011,15:50,8/14/2011,16:20,8/15/2011,10:00,0.5,9,48.71978912,-94.63284707
2,244,2011244032,8/14/2011,20:10,8/14/2011,20:15,8/14/2011,20:16,8/14/2011,20:20,0.1,6,46.34754996,-92.57644345
2,253,2011253006,8/19/2011,14:45,8/19/2011,14:55,8/19/2011,14:55,8/19/2011,15:00,0.01,6,47.02011461,-91.67519023
2,253,2011253007,8/20/2011,11:30,8/20/2011,11:45,8/20/2011,11:50,8/20/2011,12:00,0.01,6,46.95113831,-91.78137013
2,253,2011253008,8/20/2011,14:31,8/20/2011,14:35,8/20/2011,14:40,8/20/2011,14:40,0.01,6,47.02011461,-91.67519023
1,121,2011121047,8/22/2011,17:15,8/22/2011,17:30,8/23/2011,3:43,9/21/2011,10:00,2,9,48.84507771,-95.23981957
1,131,2011131016,8/23/2011,15:00,8/23/2011,15:15,8/23/2011,15:15,8/25/2011,12:00,0.1,9,48.71961793,-94.67670388
2,245,2011245014,8/23/2011,17:20,8/23/2011,17:28,8/23/2011,18:31,8/30/2011,18:00,0.1,4,47.89408105,-92.43565005
1,121,2011121048,8/24/2011,12:52,8/24/2011,12:55,8/24/2011,13:12,9/21/2011,10:00,0.1,6,48.92526151,-95.32855893
2,245,2011245015,8/24/2011,13:10,8/24/2011,13:41,8/24/2011,13:47,8/25/2011,12:00,0.1,9,47.74660149,-91.97738371
2,261,2011261008,8/24/2011,13:30,8/24/2011,14:00,8/24/2011,14:30,8/30/2011,14:20,0.1,7,48.69098122,-94.39988839
1,121,2011121049,8/24/2011,18:25,8/24/2011,18:35,8/24/2011,18:40,9/20/2011,8:00,1,6,48.97544559,-95.36215268
1,131,2011131017,8/24/2011,20:00,8/24/2011,20:30,8/24/2011,22:00,8/30/2011,14:20,0.1,5,48.69088572,-94.44907642
2,253,2011253009,8/25/2011,16:20,8/25/2011,17:20,8/26/2011,13:00,8/31/2011,8:00,0.3,9,47.11799073,-91.56147322
1,111,2011111037,8/25/2011,18:18,8/25/2011,18:30,8/25/2011,21:30,9/6/2011,8:00,480,7,48.13953188,-96.56348766
1,121,2011121052,8/27/2011,13:00,8/27/2011,13:11,8/27/2011,15:00,8/27/2011,15:00,10,7,48.71905637,-96.1478652
2,245,2011245016,8/27/2011,15:54,8/27/2011,16:07,8/27/2011,18:00,8/28/2011,12:00,0.5,7,47.71793692,-92.036918
1,161,2011161014,8/29/2011,15:00,8/29/2011,15:08,8/29/2011,15:26,8/29/2011,16:00,0.1,2,47.0006837,-94.75103069
2,261,2011261009,8/30/2011,6:30,8/30/2011,7:50,8/30/2011,15:00,9/7/2011,13:30,2,2,48.2151658,-93.26737651
1,121,2011121050,8/30/2011,14:50,8/30/2011,15:13,8/30/2011,16:16,8/31/2011,13:00,5,2,48.7935591,-95.51339688
1,131,2011131018,8/30/2011,19:16,8/30/2011,19:26,8/30/2011,20:35,9/6/2011,14:00,0.9,7,48.87480281,-94.95718263
2,245,2011245017,9/2/2011,11:11,9/2/2011,13:33,9/2/2011,14:44,9/14/2011,9:00,0.1,1,47.90068061,-92.10733815
2,245,2011245018,9/2/2011,17:15,9/2/2011,18:00,9/2/2011,18:15,9/8/2011,11:00,0.5,7,47.72438651,-91.96140328
2,244,2011244033,9/5/2011,14:20,9/5/2011,14:40,9/5/2011,15:00,9/5/2011,15:30,0.1,2,46.41736447,-93.25972034
2,245,2011245019,9/6/2011,17:10,9/6/2011,17:15,9/6/2011,19:00,9/8/2011,12:00,0.5,7,47.75400517,-92.00381696
2,234,2011234024,9/8/2011,14:20,9/8/2011,14:30,9/8/2011,14:45,9/8/2011,16:00,0.5,5,47.45716586,-92.23088021
2,245,2011245020,9/8/2011,16:35,9/8/2011,17:20,9/8/2011,17:45,9/15/2011,18:00,0.7,4,47.75231813,-92.30036259
2,261,2011261010,9/8/2011,17:29,9/8/2011,18:00,9/8/2011,20:55,10/3/2011,12:00,1,2,48.19590898,-93.61853672
2,253,2011253010,9/9/2011,12:10,9/9/2011,12:21,9/9/2011,12:26,9/9/2011,13:00,0.01,6,46.99470598,-91.72794137
2,245,2011241005,9/9/2011,15:36,9/9/2011,16:15,9/9/2011,18:06,9/14/2011,13:00,4,1,48.36327427,-92.77213532
2,245,2011245021,9/9/2011,20:55,9/9/2011,21:05,9/9/2011,22:10,9/11/2011,12:00,0.6,7,47.68543708,-91.96063106
2,253,2011253011,9/10/2011,15:21,9/10/2011,15:24,9/10/2011,15:26,9/10/2011,15:30,0.01,6,47.02381543,-91.66995328
2,253,2011253012,9/10/2011,16:30,9/10/2011,16:41,9/10/2011,16:46,9/10/2011,17:03,0.01,6,46.92569637,-91.84455088
1,121,2011121057,9/10/2011,17:34,9/10/2011,17:55,9/10/2011,19:00,10/16/2011,8:00,2,5,48.69487856,-96.29825891
2,253,2011253013,9/11/2011,14:00,9/11/2011,14:18,9/11/2011,14:18,10/9/2011,8:00,0.1,4,48.00061651,-90.09667241
1,121,2011121051,9/11/2011,15:19,9/11/2011,15:40,9/11/2011,20:25,9/20/2011,14:00,300,7,48.97945511,-96.76471963
2,232,2011232025,9/13/2011,13:00,9/13/2011,13:15,9/13/2011,13:30,9/14/2011,8:00,0.01,2,46.66218376,-94.08540604
2,244,2011244035,9/13/2011,15:15,9/13/2011,15:35,9/13/2011,15:40,9/14/2011,9:00,0.1,5,46.37688818,-92.79072852
2,244,2011244034,9/13/2011,19:15,9/13/2011,19:31,9/13/2011,19:35,9/14/2011,9:00,0.1,5,46.37688818,-92.79072852
2,261,2011261011,9/15/2011,15:40,9/15/2011,16:15,9/15/2011,16:20,9/15/2011,16:45,1,5,48.5683525,-93.80992592
2,245,2011245022,9/16/2011,11:00,9/16/2011,11:35,9/16/2011,12:30,9/20/2011,8:00,0.1,3,47.90144162,-92.44688973
1,121,2011121053,9/16/2011,12:55,9/16/2011,13:05,9/16/2011,13:25,9/28/2011,8:00,1,5,48.90660813,-95.37195207
2,245,2011245023,9/16/2011,13:20,9/16/2011,13:58,9/16/2011,15:00,11/9/2011,8:00,1.5,7,47.78240813,-92.03938555
1,121,2011121054,9/16/2011,16:36,9/16/2011,16:45,9/16/2011,17:50,9/20/2011,14:00,40,7,48.57053322,-96.58168296
1,121,2011121055,9/16/2011,17:12,9/16/2011,17:30,9/16/2011,19:10,9/20/2011,14:00,160,7,48.52736671,-96.62506138
