FID,AREA,PERIMETER,FIRE_,FIRE_ID,LAT,LONG,DATE,JULIAN,GMT,BT4TEMP,BT5TEMP,SRC,SAT_SRC,CONF
5116,0,0,5117,135726,48.9824409,-97.0170975,4/23/2015 0:00:00,113,1938,326.6000061,295,rsac,S-NPP,Nominal
5119,0,0,5120,137011,48.9822617,-97.0174026,4/23/2015 0:00:00,113,1938,330.5,294.7000122,rsac,S-NPP,Nominal
5137,0,0,5138,205286,48.9813004,-96.5569992,5/27/2015 0:00:00,147,1900,330.7000122,295.2999878,rsac,S-NPP,Nominal
5162,0,0,5163,135943,48.9795303,-97.0098038,4/23/2015 0:00:00,113,1938,336.5,292.2999878,rsac,S-NPP,Nominal
5166,0,0,5167,135791,48.9793282,-97.0101013,4/23/2015 0:00:00,113,1938,336.2000122,292.2999878,rsac,S-NPP,Nominal
5170,0,0,5171,135835,48.9788208,-97.0161972,4/23/2015 0:00:00,113,1938,354.1000061,297,rsac,S-NPP,Nominal
5173,0,0,5174,136699,48.9786491,-97.0165024,4/23/2015 0:00:00,113,1938,353,297.1000061,rsac,S-NPP,Nominal
5230,0,0,5231,615608,48.97575,-96.9719009,8/19/2015 0:00:00,231,1924,336,284,rsac,S-NPP,Nominal
5234,0,0,5235,206138,48.9756203,-96.5671997,5/27/2015 0:00:00,147,1900,331,296.3999939,rsac,S-NPP,Nominal
5241,0,0,5242,136914,48.9752007,-97.0152969,4/23/2015 0:00:00,113,1938,327,291.5,rsac,S-NPP,Nominal
5252,0,0,5253,145070,48.9744415,-96.8153992,4/26/2015 0:00:00,116,2022,353.5,292.7000122,rsac,S-NPP,Nominal
5339,0,0,5340,153288,48.9688301,-95.9298019,4/29/2015 0:00:00,119,1925,334.2999878,309.2000122,rsac,S-NPP,Nominal
5342,0,0,5343,740722,48.9687805,-95.9411011,10/11/2015 0:00:00,284,1929,356.1000061,291.7999878,rsac,S-NPP,Nominal
5348,0,0,5349,144969,48.9685211,-96.8086014,4/26/2015 0:00:00,116,2022,329.7000122,293.8999939,rsac,S-NPP,Nominal
5350,0,0,5351,144913,48.968441,-96.8152008,4/26/2015 0:00:00,116,2022,367,294.2999878,rsac,S-NPP,Nominal
5370,0,0,5371,741398,48.9677391,-95.9396973,10/11/2015 0:00:00,284,1929,355.1000061,288.5,rsac,S-NPP,Nominal
5375,0,0,5376,537297,48.9674492,-95.3832016,8/2/2015 0:00:00,214,1803,332.7000122,291.7000122,rsac,S-NPP,Nominal
5420,0,0,5421,152005,48.9654388,-95.9288025,4/29/2015 0:00:00,119,1925,332.2000122,305.7000122,rsac,S-NPP,Low
5453,0,0,5454,698939,48.963459,-97.2212982,8/31/2015 0:00:00,243,2039,329.5,292.2000122,rsac,S-NPP,Nominal
5465,0,0,5466,150003,48.9625015,-96.5183029,4/28/2015 0:00:00,118,1944,328.2999878,276.5,rsac,S-NPP,Nominal
5469,0,0,5470,150900,48.962101,-96.479599,4/28/2015 0:00:00,118,1944,330.2000122,281.3999939,rsac,S-NPP,Nominal
5494,0,0,5495,589002,48.9597816,-97.0868988,8/14/2015 0:00:00,226,1918,331.6000061,306.2999878,rsac,S-NPP,Nominal
5499,0,0,5500,721351,48.9593697,-95.9748993,9/13/2015 0:00:00,256,1814,367,301.8999939,rsac,S-NPP,Nominal
5505,0,0,5506,589334,48.9589882,-97.0921021,8/14/2015 0:00:00,226,1918,334.8999939,308.7000122,rsac,S-NPP,Nominal
5512,0,0,5513,150198,48.95858,-96.5175018,4/28/2015 0:00:00,118,1944,341,278,rsac,S-NPP,Nominal
5536,0,0,5537,584569,48.9565201,-97.085701,8/14/2015 0:00:00,226,1918,345.2999878,318,rsac,S-NPP,Nominal
5543,0,0,5544,720240,48.9558296,-95.9667969,9/13/2015 0:00:00,256,1814,340,296.7000122,rsac,S-NPP,Nominal
5547,0,0,5548,586112,48.9557304,-97.0908966,8/14/2015 0:00:00,226,1918,348.6000061,315.2999878,rsac,S-NPP,Nominal
5560,0,0,5561,149855,48.9546509,-96.5167007,4/28/2015 0:00:00,118,1944,356.8999939,278.2000122,rsac,S-NPP,Nominal
5566,0,0,5567,719805,48.9544296,-95.9714966,9/13/2015 0:00:00,256,1814,367,300.3999939,rsac,S-NPP,Nominal
5571,0,0,5572,150647,48.953949,-96.5242004,4/28/2015 0:00:00,118,1944,353.2999878,268.1000061,rsac,S-NPP,Nominal
5575,0,0,5576,595985,48.9536209,-97.1800003,8/16/2015 0:00:00,228,853,313.7999878,288.7999878,rsac,S-NPP,Nominal
5578,0,0,5579,150964,48.9535294,-96.4856033,4/28/2015 0:00:00,118,1944,343.6000061,278,rsac,S-NPP,Nominal
5587,0,0,5588,150451,48.9532394,-96.5317993,4/28/2015 0:00:00,118,1944,348,267.1000061,rsac,S-NPP,Nominal
5591,0,0,5592,151262,48.9528313,-96.493103,4/28/2015 0:00:00,118,1944,334.3999939,276.7999878,rsac,S-NPP,Nominal
5627,0,0,5628,595703,48.9502106,-97.1816025,8/16/2015 0:00:00,228,853,312.7000122,288.5,rsac,S-NPP,Nominal
5632,0,0,5633,162070,48.9500389,-96.9541016,5/5/2015 0:00:00,125,1912,341.1000061,306.2000122,rsac,S-NPP,Nominal
5653,0,0,5654,741720,48.9485397,-95.9789963,10/11/2015 0:00:00,284,1929,343.2000122,287.2999878,rsac,S-NPP,Nominal
5661,0,0,5662,142719,48.9481087,-96.4576035,4/26/2015 0:00:00,116,2022,354.7999878,290.7999878,rsac,S-NPP,Nominal
5662,0,0,5663,143913,48.9480209,-96.4645004,4/26/2015 0:00:00,116,2022,340.8999939,288,rsac,S-NPP,Nominal
5663,0,0,5664,145961,48.9480209,-96.4567032,4/26/2015 0:00:00,116,2022,340.3999939,290.3999939,rsac,S-NPP,Nominal
5664,0,0,5665,146873,48.9479599,-96.4636002,4/26/2015 0:00:00,116,2022,354.3999939,288.8999939,rsac,S-NPP,Nominal
5676,0,0,5677,724278,48.9471512,-95.9517975,9/15/2015 0:00:00,258,1917,349.8999939,294.8999939,rsac,S-NPP,Nominal
5683,0,0,5684,723995,48.9464111,-95.9570999,9/15/2015 0:00:00,258,1917,331.2000122,293.5,rsac,S-NPP,Nominal
5699,0,0,5700,703767,48.9455605,-96.9530029,9/3/2015 0:00:00,246,1942,331.2999878,301.6000061,rsac,S-NPP,Nominal
5717,0,0,5718,741636,48.9442787,-95.9841995,10/11/2015 0:00:00,284,1929,357.2000122,284.6000061,rsac,S-NPP,Nominal
5721,0,0,5722,723481,48.9438591,-95.9506989,9/15/2015 0:00:00,258,1917,346.7000122,298.5,rsac,S-NPP,Nominal
5728,0,0,5729,145905,48.9435692,-95.4320984,4/26/2015 0:00:00,116,1841,329.3999939,287.8999939,rsac,S-NPP,Nominal
5732,0,0,5733,723752,48.9431114,-95.9560013,9/15/2015 0:00:00,258,1917,329.7999878,292.3999939,rsac,S-NPP,Nominal
5739,0,0,5740,724625,48.9423599,-95.9613037,9/15/2015 0:00:00,258,1917,342.1000061,295.5,rsac,S-NPP,Nominal
5744,0,0,5745,145767,48.9419212,-96.4567032,4/26/2015 0:00:00,116,2022,342.7999878,289.1000061,rsac,S-NPP,Nominal
5760,0,0,5761,740980,48.940731,-95.9832993,10/11/2015 0:00:00,284,1929,350.7999878,284.7000122,rsac,S-NPP,Nominal
5765,0,0,5766,724570,48.9405594,-95.9496994,9/15/2015 0:00:00,258,1917,330.7000122,293.2000122,rsac,S-NPP,Nominal
5877,0,0,5878,575192,48.9315796,-97.0481033,8/13/2015 0:00:00,225,1936,349.1000061,307.6000061,rsac,S-NPP,Nominal
5919,0,0,5920,188951,48.9288902,-96.6950989,5/20/2015 0:00:00,140,1751,333.7999878,292.1000061,rsac,S-NPP,Nominal
5927,0,0,5928,189590,48.9284592,-96.6966019,5/20/2015 0:00:00,140,1751,341.7999878,293.2000122,rsac,S-NPP,Nominal
5930,0,0,5931,578853,48.9279518,-97.0472031,8/13/2015 0:00:00,225,1936,334.1000061,307.2000122,rsac,S-NPP,Low
5998,0,0,5999,618064,48.9233093,-95.0591965,8/20/2015 0:00:00,232,1905,332.7999878,296.6000061,rsac,S-NPP,Nominal
6028,0,0,6029,715826,48.9216194,-94.9121017,9/11/2015 0:00:00,254,1852,333,301.8999939,rsac,S-NPP,Nominal
6091,0,0,6092,715614,48.91819,-94.9105988,9/11/2015 0:00:00,254,1852,334.1000061,294.3999939,rsac,S-NPP,Nominal
6197,0,0,6198,563065,48.9108696,-97.1877975,8/10/2015 0:00:00,222,1853,342.5,306.5,rsac,S-NPP,Nominal
6213,0,0,6214,680604,48.9093819,-97.115799,8/27/2015 0:00:00,239,2014,332.2000122,295.7999878,rsac,S-NPP,Nominal
6215,0,0,6216,686944,48.9092293,-97.1212997,8/27/2015 0:00:00,239,2014,367,300.2000122,rsac,S-NPP,Nominal
6218,0,0,6219,686197,48.9090691,-97.1267014,8/27/2015 0:00:00,239,2014,367,298.5,rsac,S-NPP,Nominal
6252,0,0,6253,563846,48.9072113,-97.185997,8/10/2015 0:00:00,222,1853,334.5,299.7999878,rsac,S-NPP,Nominal
6259,0,0,6260,189723,48.9069595,-96.6837997,5/20/2015 0:00:00,140,1931,330.6000061,298,rsac,S-NPP,Nominal
6261,0,0,6262,189448,48.906601,-96.6874008,5/20/2015 0:00:00,140,1931,337.6000061,298.5,rsac,S-NPP,Nominal
6268,0,0,6269,741590,48.9060211,-95.9624023,10/11/2015 0:00:00,284,1749,325.2000122,287.7999878,rsac,S-NPP,Nominal
6284,0,0,6285,568706,48.9048309,-97.1776962,8/11/2015 0:00:00,223,1834,349.8999939,303.3999939,rsac,S-NPP,Nominal
6306,0,0,6307,686972,48.9036903,-97.1210022,8/27/2015 0:00:00,239,2014,345.2999878,298.2999878,rsac,S-NPP,Nominal
6309,0,0,6310,684693,48.9035416,-97.1264038,8/27/2015 0:00:00,239,2014,337.6000061,297.2999878,rsac,S-NPP,Nominal
6311,0,0,6312,106438,48.90345,-95.8507996,4/10/2015 0:00:00,100,2022,350.8999939,285.7999878,rsac,S-NPP,Nominal
6314,0,0,6315,673849,48.9031792,-95.6653976,8/26/2015 0:00:00,238,2033,340.7000122,292,rsac,S-NPP,Nominal
6348,0,0,6349,672009,48.901001,-95.6624985,8/26/2015 0:00:00,238,2033,347.1000061,293.6000061,rsac,S-NPP,Nominal
6353,0,0,6354,107893,48.9006996,-95.8481979,4/10/2015 0:00:00,100,2022,367,295.1000061,rsac,S-NPP,Nominal
6357,0,0,6358,565265,48.9004898,-97.1751022,8/11/2015 0:00:00,223,1834,336.3999939,300.5,rsac,S-NPP,Nominal
6430,0,0,6431,105901,48.8971901,-95.8507996,4/10/2015 0:00:00,100,2022,367,293.7000122,rsac,S-NPP,Nominal
6512,0,0,6513,746770,48.8930092,-95.1121979,10/14/2015 0:00:00,287,1833,342.3999939,304.1000061,rsac,S-NPP,Nominal
6613,0,0,6614,747264,48.8876114,-95.1156006,10/14/2015 0:00:00,287,1833,333.1000061,290.7999878,rsac,S-NPP,Nominal
6886,0,0,6887,757998,48.8804817,-95.8492966,10/19/2015 0:00:00,292,1839,333.2999878,295.2000122,rsac,S-NPP,Nominal
6917,0,0,6918,728386,48.8775711,-95.391098,9/19/2015 0:00:00,262,1942,339.7999878,295.7000122,rsac,S-NPP,Nominal
6933,0,0,6934,735733,48.8760414,-95.8594971,10/6/2015 0:00:00,279,1923,335.2999878,298.5,rsac,S-NPP,Nominal
6941,0,0,6942,700758,48.8747101,-97.0403976,9/1/2015 0:00:00,244,1840,340.8999939,301.1000061,rsac,S-NPP,Nominal
6952,0,0,6953,728165,48.8734283,-95.3902969,9/19/2015 0:00:00,262,1942,346.2000122,296.7999878,rsac,S-NPP,Nominal
6953,0,0,6954,700243,48.8732796,-97.0463028,9/1/2015 0:00:00,244,1840,367,304.2000122,rsac,S-NPP,Nominal
6960,0,0,6961,591541,48.8729515,-97.1139984,8/15/2015 0:00:00,227,1859,344.7000122,306.1000061,rsac,S-NPP,Nominal
6962,0,0,6963,736714,48.8726387,-95.8585968,10/6/2015 0:00:00,279,1923,338.2000122,290.8999939,rsac,S-NPP,Nominal
7005,0,0,7006,736303,48.8685303,-95.8631973,10/6/2015 0:00:00,279,1923,326,288.1000061,rsac,S-NPP,Nominal
7019,0,0,7020,729080,48.8671608,-94.9141998,9/20/2015 0:00:00,263,1923,328.7000122,297.5,rsac,S-NPP,Nominal
7106,0,0,7107,194699,48.8600883,-95.3748016,5/23/2015 0:00:00,143,2015,336.6000061,296.8999939,rsac,S-NPP,Nominal
7147,0,0,7148,697391,48.8561516,-95.3628006,8/30/2015 0:00:00,242,1917,334.2000122,284.7000122,rsac,S-NPP,Nominal
7212,0,0,7213,135778,48.8516884,-96.6527023,4/23/2015 0:00:00,113,1938,326.7999878,290.2000122,rsac,S-NPP,Nominal
7224,0,0,7225,687972,48.8505287,-97.0404968,8/28/2015 0:00:00,240,1815,329.7999878,292.8999939,rsac,S-NPP,Nominal
7262,0,0,7263,711584,48.8474197,-95.1455994,9/9/2015 0:00:00,252,1930,337.8999939,292,rsac,S-NPP,Nominal
7271,0,0,7272,721129,48.8463898,-96.8646011,9/13/2015 0:00:00,256,1955,340.5,302.2999878,rsac,S-NPP,Nominal
7276,0,0,7277,720412,48.8459396,-96.8712997,9/13/2015 0:00:00,256,1955,344.3999939,300.7000122,rsac,S-NPP,Nominal
7281,0,0,7282,720321,48.8454895,-96.8779984,9/13/2015 0:00:00,256,1955,341.8999939,301.6000061,rsac,S-NPP,Nominal
7293,0,0,7294,711318,48.8444595,-95.1381989,9/9/2015 0:00:00,252,1930,331.2999878,291.7999878,rsac,S-NPP,Nominal
7302,0,0,7303,710928,48.8437691,-95.1446991,9/9/2015 0:00:00,252,1930,338.8999939,292.3999939,rsac,S-NPP,Nominal
7321,0,0,7322,721387,48.8414612,-96.8705978,9/13/2015 0:00:00,256,1955,352.8999939,303,rsac,S-NPP,Nominal
7328,0,0,7329,720387,48.841011,-96.8772964,9/13/2015 0:00:00,256,1955,334.7999878,299.3999939,rsac,S-NPP,Nominal
7355,0,0,7356,145386,48.8378983,-95.8675995,4/26/2015 0:00:00,116,2022,367,297.1000061,rsac,S-NPP,Nominal
7384,0,0,7385,741528,48.8357697,-95.6680984,10/11/2015 0:00:00,284,1929,333.2000122,305.7000122,rsac,S-NPP,Nominal
7385,0,0,7386,144548,48.8357506,-95.8676987,4/26/2015 0:00:00,116,2022,367,300.1000061,rsac,S-NPP,Nominal
7390,0,0,7391,741466,48.8350792,-95.6744003,10/11/2015 0:00:00,284,1929,351.1000061,313.3999939,rsac,S-NPP,Nominal
7408,0,0,7409,740984,48.8343697,-95.680603,10/11/2015 0:00:00,284,1929,341.5,302.5,rsac,S-NPP,Nominal
7467,0,0,7468,242235,48.8312607,-95.6856995,6/17/2015 0:00:00,168,1906,330.2999878,298.7999878,rsac,S-NPP,Nominal
7479,0,0,7480,295029,48.8307495,-95.6852036,6/26/2015 0:00:00,177,1937,332.7000122,300.7000122,rsac,S-NPP,Nominal
7489,0,0,7490,702878,48.8302917,-95.391098,9/2/2015 0:00:00,245,2001,331,297.1000061,rsac,S-NPP,Nominal
7498,0,0,7499,702456,48.8301086,-95.3957977,9/2/2015 0:00:00,245,2001,343.1000061,297.1000061,rsac,S-NPP,Nominal
7506,0,0,7507,702031,48.8298798,-95.3914032,9/2/2015 0:00:00,245,2001,335.7999878,297.7999878,rsac,S-NPP,Nominal
7511,0,0,7512,702719,48.82967,-95.3961029,9/2/2015 0:00:00,245,2001,338.3999939,296.2999878,rsac,S-NPP,Nominal
7588,0,0,7589,139635,48.8254814,-96.1051025,4/25/2015 0:00:00,115,1900,346.7000122,299.3999939,rsac,S-NPP,Nominal
7601,0,0,7602,758907,48.8247299,-95.6176987,10/19/2015 0:00:00,292,1839,338.7000122,297,rsac,S-NPP,Nominal
7680,0,0,7681,760331,48.8208504,-95.6156006,10/19/2015 0:00:00,292,1839,327.7000122,293.5,rsac,S-NPP,Nominal
7719,0,0,7720,100052,48.8193283,-95.4529037,4/5/2015 0:00:00,95,2016,351,274.5,rsac,S-NPP,Nominal
7881,0,0,7882,203394,48.8129311,-95.2088013,5/26/2015 0:00:00,146,1918,328.1000061,296.5,rsac,S-NPP,Nominal
8121,0,0,8122,700513,48.8019295,-96.9219971,9/1/2015 0:00:00,244,2020,331.7999878,297.5,rsac,S-NPP,Nominal
8123,0,0,8124,699862,48.8018494,-96.9285965,9/1/2015 0:00:00,244,2020,340.6000061,298.2000122,rsac,S-NPP,Nominal
8153,0,0,8154,720989,48.8008804,-95.8355026,9/13/2015 0:00:00,256,1814,325.6000061,295.2999878,rsac,S-NPP,Nominal
8171,0,0,8172,700789,48.8003807,-96.925499,9/1/2015 0:00:00,244,2020,339,298.1000061,rsac,S-NPP,Nominal
8553,0,0,8554,737222,48.789341,-95.6540985,10/7/2015 0:00:00,280,1904,329.7999878,268.6000061,rsac,S-NPP,Nominal
8646,0,0,8647,140676,48.7870598,-96.7475967,4/25/2015 0:00:00,115,1900,335.6000061,293.8999939,rsac,S-NPP,Nominal
8755,0,0,8756,139197,48.7848206,-96.7462997,4/25/2015 0:00:00,115,1900,343.7999878,294.7000122,rsac,S-NPP,Nominal
8823,0,0,8824,701990,48.7834587,-95.9468002,9/2/2015 0:00:00,245,2001,335.6000061,295.6000061,rsac,S-NPP,Nominal
8901,0,0,8902,737484,48.7818794,-95.6568985,10/7/2015 0:00:00,280,1904,348.1000061,268.8999939,rsac,S-NPP,Nominal
8915,0,0,8916,759365,48.7816696,-95.8212967,10/19/2015 0:00:00,292,2020,367,293,rsac,S-NPP,Nominal
8921,0,0,8922,701945,48.7815819,-95.946701,9/2/2015 0:00:00,245,2001,339.7999878,297.2000122,rsac,S-NPP,Nominal
8954,0,0,8955,721675,48.7808418,-96.0978012,9/14/2015 0:00:00,257,1936,347.2999878,297.1000061,rsac,S-NPP,Nominal
9029,0,0,9030,757801,48.7793312,-95.8169022,10/19/2015 0:00:00,292,1839,341.7999878,294.7999878,rsac,S-NPP,Nominal
9058,0,0,9059,759763,48.7786713,-95.8218002,10/19/2015 0:00:00,292,2020,367,295.7000122,rsac,S-NPP,Nominal
9147,0,0,9148,721480,48.7770996,-96.0969009,9/14/2015 0:00:00,257,1936,338.2000122,298.7000122,rsac,S-NPP,Nominal
9621,0,0,9622,712070,48.76717,-95.7446976,9/9/2015 0:00:00,252,1930,328.2999878,290.6000061,rsac,S-NPP,Nominal
9766,0,0,9767,710689,48.7635803,-95.7437973,9/9/2015 0:00:00,252,1930,348.8999939,299.1000061,rsac,S-NPP,Nominal
9895,0,0,9896,711381,48.7600098,-95.7427979,9/9/2015 0:00:00,252,1930,327.2999878,294.7000122,rsac,S-NPP,Nominal
9935,0,0,9936,233605,48.7589684,-96.0264969,6/9/2015 0:00:00,160,829,314.1000061,284.8999939,rsac,S-NPP,Nominal
10158,0,0,10159,717149,48.7522087,-96.3206024,9/11/2015 0:00:00,254,1852,349.6000061,294.8999939,rsac,S-NPP,Nominal
10275,0,0,10276,715834,48.7486305,-96.3189011,9/11/2015 0:00:00,254,1852,356.7000122,299.5,rsac,S-NPP,Nominal
10311,0,0,10312,716013,48.7473106,-96.3253021,9/11/2015 0:00:00,254,1852,325.2999878,295.5,rsac,S-NPP,Low
10360,0,0,10361,765407,48.7459488,-96.288002,10/22/2015 0:00:00,295,1923,326.8999939,290.3999939,rsac,S-NPP,Nominal
10464,0,0,10465,765586,48.7425919,-96.2869034,10/22/2015 0:00:00,295,1923,346,293.2999878,rsac,S-NPP,Nominal
10486,0,0,10487,766535,48.7418709,-96.2923965,10/22/2015 0:00:00,295,1923,347.5,291.8999939,rsac,S-NPP,Nominal
10553,0,0,10554,765527,48.7392311,-96.2860031,10/22/2015 0:00:00,295,1923,347,295.2000122,rsac,S-NPP,Nominal
10721,0,0,10722,710392,48.7346687,-96.2415009,9/8/2015 0:00:00,251,1949,353.6000061,290,rsac,S-NPP,Nominal
10732,0,0,10733,710258,48.734211,-96.2474976,9/8/2015 0:00:00,251,1949,367,290,rsac,S-NPP,Nominal
10963,0,0,10964,757912,48.7285004,-96.2968979,10/19/2015 0:00:00,292,2020,367,291.7999878,rsac,S-NPP,Nominal
10964,0,0,10965,759745,48.7284393,-96.3039017,10/19/2015 0:00:00,292,2020,367,295.1000061,rsac,S-NPP,Nominal
11092,0,0,11093,684392,48.7241707,-97.0929031,8/27/2015 0:00:00,239,2014,330,284.7000122,rsac,S-NPP,Nominal
11095,0,0,11096,685642,48.7240105,-97.0983963,8/27/2015 0:00:00,239,2014,330.1000061,283.7999878,rsac,S-NPP,Nominal
11126,0,0,11127,759109,48.7223511,-96.2968979,10/19/2015 0:00:00,292,2020,367,299.7999878,rsac,S-NPP,Nominal
11234,0,0,11235,757880,48.7162094,-96.2967987,10/19/2015 0:00:00,292,2020,327.6000061,291.6000061,rsac,S-NPP,Nominal
11321,0,0,11322,630498,48.7122307,-96.2481995,8/21/2015 0:00:00,233,2027,367,288.7999878,rsac,S-NPP,Nominal
11322,0,0,11323,627854,48.7122002,-96.2397995,8/21/2015 0:00:00,233,2027,331.2999878,287.7000122,rsac,S-NPP,Nominal
11362,0,0,11363,635283,48.7095184,-96.2498016,8/21/2015 0:00:00,233,2027,346.2999878,292,rsac,S-NPP,Nominal
11365,0,0,11366,628943,48.7094498,-96.2414017,8/21/2015 0:00:00,233,2027,367,289.7999878,rsac,S-NPP,Nominal
11400,0,0,11401,703057,48.7074394,-96.2409973,9/2/2015 0:00:00,245,1821,328.7999878,294.8999939,rsac,S-NPP,Nominal
11422,0,0,11423,628446,48.7056389,-96.2483978,8/21/2015 0:00:00,233,2027,353.7000122,295,rsac,S-NPP,Nominal
11423,0,0,11424,633205,48.7056084,-96.2399979,8/21/2015 0:00:00,233,2027,350,289.2000122,rsac,S-NPP,Nominal
11476,0,0,11477,632157,48.7029305,-96.2499008,8/21/2015 0:00:00,233,2027,329.8999939,290.2999878,rsac,S-NPP,Nominal
11481,0,0,11482,702807,48.7026787,-96.237999,9/2/2015 0:00:00,245,1821,344.6000061,294.6000061,rsac,S-NPP,Nominal
11497,0,0,11498,702883,48.7014809,-96.2422028,9/2/2015 0:00:00,245,1821,340.7999878,295.8999939,rsac,S-NPP,Nominal
11546,0,0,11547,700329,48.6984291,-96.3130035,9/1/2015 0:00:00,244,2020,348.1000061,292.8999939,rsac,S-NPP,Nominal
11551,0,0,11552,702316,48.6981392,-95.5874023,9/2/2015 0:00:00,245,1821,350.2999878,296.8999939,rsac,S-NPP,Nominal
11555,0,0,11556,702169,48.6980705,-95.5871964,9/2/2015 0:00:00,245,1821,349.6000061,297.1000061,rsac,S-NPP,Nominal
11585,0,0,11586,139703,48.6959801,-95.9095001,4/25/2015 0:00:00,115,1900,334.7000122,296.6000061,rsac,S-NPP,Nominal
11589,0,0,11590,121076,48.6958504,-96.7668991,4/16/2015 0:00:00,106,1829,336.7999878,289.2000122,rsac,S-NPP,Nominal
11600,0,0,11601,701922,48.6953087,-95.5879974,9/2/2015 0:00:00,245,2001,331.7000122,297.1000061,rsac,S-NPP,Nominal
11609,0,0,11610,140966,48.6946983,-95.896698,4/25/2015 0:00:00,115,1900,330.2999878,293.8999939,rsac,S-NPP,Nominal
11611,0,0,11612,576754,48.6946297,-96.841301,8/13/2015 0:00:00,225,1936,336.8999939,302,rsac,S-NPP,Nominal
11639,0,0,11640,140861,48.6936493,-95.9023972,4/25/2015 0:00:00,115,1900,355.6000061,304.5,rsac,S-NPP,Nominal
11650,0,0,11651,701150,48.6930504,-96.3115997,9/1/2015 0:00:00,244,2020,367,297.2999878,rsac,S-NPP,Nominal
11653,0,0,11654,732064,48.6929092,-95.634903,9/23/2015 0:00:00,266,2007,347.5,287.2999878,rsac,S-NPP,Nominal
11665,0,0,11666,139867,48.6925812,-95.9080963,4/25/2015 0:00:00,115,1900,332.2000122,296.6000061,rsac,S-NPP,Nominal
11672,0,0,11673,525423,48.6922989,-94.5623016,7/30/2015 0:00:00,211,1859,340.5,294.5,rsac,S-NPP,Nominal
11673,0,0,11674,700907,48.6922798,-96.3130035,9/1/2015 0:00:00,244,2020,367,297.6000061,rsac,S-NPP,Nominal
11693,0,0,11694,139740,48.6913109,-95.8952026,4/25/2015 0:00:00,115,1900,330.2999878,294.6000061,rsac,S-NPP,Nominal
11694,0,0,11695,120068,48.6912613,-96.7640991,4/16/2015 0:00:00,106,1829,367,294.5,rsac,S-NPP,Nominal
11707,0,0,11708,138700,48.6902504,-95.9009018,4/25/2015 0:00:00,115,1900,348.8999939,302.3999939,rsac,S-NPP,Nominal
11753,0,0,11754,525513,48.6880798,-94.5662994,7/30/2015 0:00:00,211,1859,349.2000122,296.7000122,rsac,S-NPP,Nominal
11777,0,0,11778,139395,48.6868591,-95.899498,4/25/2015 0:00:00,115,1900,333.7000122,297.5,rsac,S-NPP,Nominal
11814,0,0,11815,525650,48.6847801,-94.5650024,7/30/2015 0:00:00,211,1859,334.1000061,296.2999878,rsac,S-NPP,Nominal
11850,0,0,11851,728542,48.6829987,-95.6709976,9/19/2015 0:00:00,262,1942,340.2000122,297.3999939,rsac,S-NPP,Nominal
11859,0,0,11860,722879,48.6825714,-95.6276016,9/14/2015 0:00:00,257,1936,329.7999878,292.2000122,rsac,S-NPP,Nominal
11860,0,0,11861,728443,48.6825294,-95.6764984,9/19/2015 0:00:00,262,1942,339.3999939,297.5,rsac,S-NPP,Nominal
11875,0,0,11876,721975,48.6818695,-95.6345978,9/14/2015 0:00:00,257,1936,367,346.1000061,rsac,S-NPP,Nominal
11905,0,0,11906,722250,48.680481,-95.6486969,9/14/2015 0:00:00,257,1936,328.2000122,287.5,rsac,S-NPP,Nominal
11985,0,0,11986,722481,48.6773605,-95.6408005,9/14/2015 0:00:00,257,1936,351.2000122,298.5,rsac,S-NPP,Nominal
12022,0,0,12023,192710,48.6757698,-96.3462982,5/22/2015 0:00:00,142,1853,342.7000122,297.6000061,rsac,S-NPP,Nominal
12113,0,0,12114,192141,48.6721802,-96.3445969,5/22/2015 0:00:00,142,1853,339.7000122,299.2999878,rsac,S-NPP,Nominal
12211,0,0,12212,193541,48.6685982,-96.3429031,5/22/2015 0:00:00,142,1853,338.8999939,300.1000061,rsac,S-NPP,Nominal
12218,0,0,12219,116692,48.6682587,-95.4585037,4/15/2015 0:00:00,105,2028,349.2000122,292.1000061,rsac,S-NPP,Nominal
12220,0,0,12221,118017,48.6681595,-95.449501,4/15/2015 0:00:00,105,2028,367,298.2999878,rsac,S-NPP,Nominal
12223,0,0,12224,580380,48.6679306,-94.5544968,8/13/2015 0:00:00,225,1936,331,298.6000061,rsac,S-NPP,Nominal
12253,0,0,12254,192090,48.6670494,-96.3522034,5/22/2015 0:00:00,142,2034,367,294.2000122,rsac,S-NPP,Nominal
12254,0,0,12255,577230,48.6670189,-94.5543976,8/13/2015 0:00:00,225,1936,333.2000122,299,rsac,S-NPP,Nominal
12255,0,0,12256,563111,48.6669998,-94.5390015,8/10/2015 0:00:00,222,1852,342.5,296.3999939,rsac,S-NPP,Nominal
12264,0,0,12265,575586,48.6667595,-97.0631027,8/13/2015 0:00:00,225,1936,338.2000122,300.1000061,rsac,S-NPP,Nominal
12280,0,0,12281,576639,48.666069,-97.069397,8/13/2015 0:00:00,225,1936,367,307.6000061,rsac,S-NPP,Nominal
12327,0,0,12328,584538,48.6641808,-94.5393982,8/14/2015 0:00:00,226,1917,333.7000122,284.8999939,rsac,S-NPP,Nominal
12348,0,0,12349,583826,48.6634598,-94.544899,8/14/2015 0:00:00,226,1917,356.3999939,290.2000122,rsac,S-NPP,Nominal
12364,0,0,12365,588392,48.6627388,-94.5503006,8/14/2015 0:00:00,226,1917,328.1000061,290.6000061,rsac,S-NPP,Nominal
