FID,AREA,PERIMETER,FIRE_,FIRE_ID,LAT,LONG,DATE,JULIAN,GMT,BT4TEMP,BT5TEMP,SRC,SAT_SRC,CONF
59682,0,0,59683,701171,47.9720612,-95.8389969,9/1/2015 0:00:00,244,1839,338.6000061,306.7000122,rsac,S-NPP,Nominal
59744,0,0,59745,757988,47.9710503,-95.7845993,10/19/2015 0:00:00,292,2019,337.2000122,293.7000122,rsac,S-NPP,Nominal
59747,0,0,59748,759741,47.9710083,-95.7918015,10/19/2015 0:00:00,292,2019,367,295,rsac,S-NPP,Nominal
60268,0,0,60269,241391,47.9630394,-91.9933014,6/16/2015 0:00:00,167,1924,334.7000122,287.2999878,rsac,S-NPP,Nominal
60526,0,0,60527,241284,47.9591789,-91.9925003,6/16/2015 0:00:00,167,1924,328.1000061,288.1000061,rsac,S-NPP,Nominal
61143,0,0,61144,241968,47.9476089,-91.9899979,6/16/2015 0:00:00,167,1924,344.7999878,289.1000061,rsac,S-NPP,Nominal
61157,0,0,61158,139108,47.9473801,-96.100502,4/25/2015 0:00:00,115,1900,347.1000061,306.1000061,rsac,S-NPP,Nominal
61261,0,0,61262,741953,47.945549,-96.5875015,10/11/2015 0:00:00,284,1929,333.8999939,302.2000122,rsac,S-NPP,Nominal
61354,0,0,61355,138192,47.9439201,-96.0990982,4/25/2015 0:00:00,115,1900,343.7999878,313.3999939,rsac,S-NPP,Nominal
61533,0,0,61534,90593,47.9399605,-96.1364975,4/1/2015 0:00:00,91,824,333.5,276.1000061,rsac,S-NPP,Nominal
61562,0,0,61563,139503,47.9393616,-96.1034012,4/25/2015 0:00:00,115,1900,338.8999939,298.3999939,rsac,S-NPP,Nominal
61568,0,0,61569,92219,47.9392395,-96.1309967,4/1/2015 0:00:00,91,824,304.7000122,274.7999878,rsac,S-NPP,Nominal
61743,0,0,61744,139632,47.9359093,-96.1018982,4/25/2015 0:00:00,115,1900,336.3999939,297.7000122,rsac,S-NPP,Nominal
61749,0,0,61750,91418,47.9358597,-96.1320038,4/1/2015 0:00:00,91,824,310.3999939,274,rsac,S-NPP,Nominal
61858,0,0,61859,144259,47.9343491,-96.1296005,4/26/2015 0:00:00,116,2021,335.2000122,303.2999878,rsac,S-NPP,Nominal
62059,0,0,62060,765688,47.9305115,-96.6588974,10/22/2015 0:00:00,295,1923,334.7999878,295.1000061,rsac,S-NPP,Nominal
62083,0,0,62084,765085,47.9297905,-96.6641006,10/22/2015 0:00:00,295,1923,346.8999939,295,rsac,S-NPP,Nominal
62091,0,0,62092,147073,47.9295807,-96.1268005,4/26/2015 0:00:00,116,2021,335,299.2000122,rsac,S-NPP,Nominal
62115,0,0,62116,146139,47.9281998,-96.1295013,4/26/2015 0:00:00,116,2021,342.8999939,299.8999939,rsac,S-NPP,Nominal
62120,0,0,62121,574263,47.9277115,-96.1542969,8/12/2015 0:00:00,224,1955,341,295.7000122,rsac,S-NPP,Nominal
62125,0,0,62126,568973,47.9273109,-96.1557999,8/12/2015 0:00:00,224,1815,367,295.6000061,rsac,S-NPP,Nominal
62127,0,0,62128,574044,47.9272499,-96.1612015,8/12/2015 0:00:00,224,1955,340,295.1000061,rsac,S-NPP,Nominal
62150,0,0,62151,766085,47.9258194,-95.7254028,10/22/2015 0:00:00,295,1923,326.2000122,293.1000061,rsac,S-NPP,Nominal
62167,0,0,62168,539832,47.9246292,-96.1626968,8/3/2015 0:00:00,215,1924,332.5,301.2000122,rsac,S-NPP,Nominal
62191,0,0,62192,140980,47.9236183,-96.1128998,4/26/2015 0:00:00,116,2021,345.2000122,304.1000061,rsac,S-NPP,Nominal
62192,0,0,62193,145232,47.9235306,-96.1197968,4/26/2015 0:00:00,116,2021,354.2999878,304.5,rsac,S-NPP,Nominal
62194,0,0,62195,146004,47.9234314,-96.1267014,4/26/2015 0:00:00,116,2021,367,302,rsac,S-NPP,Nominal
62198,0,0,62199,143146,47.9233398,-96.1336975,4/26/2015 0:00:00,116,2021,367,303.3999939,rsac,S-NPP,Nominal
62216,0,0,62217,765193,47.9224396,-95.7279968,10/22/2015 0:00:00,295,1923,329.8999939,293.5,rsac,S-NPP,Nominal
62221,0,0,62222,143764,47.9221687,-96.1156006,4/26/2015 0:00:00,116,2021,367,305.7999878,rsac,S-NPP,Nominal
62223,0,0,62224,144178,47.9221115,-96.1225967,4/26/2015 0:00:00,116,2021,337.7000122,306.6000061,rsac,S-NPP,Nominal
62227,0,0,62228,143992,47.9220505,-96.1294022,4/26/2015 0:00:00,116,2021,367,307.1000061,rsac,S-NPP,Nominal
62228,0,0,62229,146558,47.9219818,-96.1363983,4/26/2015 0:00:00,116,2021,340.1000061,302.6000061,rsac,S-NPP,Nominal
62272,0,0,62273,55984,47.9195404,-96.001297,3/12/2015 0:00:00,71,1926,343.1000061,267.1000061,rsac,S-NPP,Nominal
62316,0,0,62317,146409,47.9173698,-96.1197968,4/26/2015 0:00:00,116,2021,367,311.8999939,rsac,S-NPP,Nominal
62317,0,0,62318,143689,47.9172783,-96.1267014,4/26/2015 0:00:00,116,2021,367,308.3999939,rsac,S-NPP,Nominal
62369,0,0,62370,242832,47.9132118,-92.0501022,6/17/2015 0:00:00,168,1905,344.6000061,297.7000122,rsac,S-NPP,Nominal
62378,0,0,62379,95156,47.9124908,-94.7435989,4/3/2015 0:00:00,93,1913,329.5,277.2000122,rsac,S-NPP,Nominal
62393,0,0,62394,94384,47.9117317,-94.748703,4/3/2015 0:00:00,93,1913,328.1000061,275.1000061,rsac,S-NPP,Nominal
62423,0,0,62424,751482,47.9104004,-96.0703964,10/16/2015 0:00:00,289,1935,346.5,280.7000122,rsac,S-NPP,Nominal
62465,0,0,62466,115477,47.9079895,-95.6314011,4/15/2015 0:00:00,105,2028,336.8999939,285.6000061,rsac,S-NPP,Nominal
62600,0,0,62601,116233,47.9028587,-95.6367035,4/15/2015 0:00:00,105,2028,355.2000122,300.3999939,rsac,S-NPP,Nominal
62601,0,0,62602,115242,47.9027786,-95.6279984,4/15/2015 0:00:00,105,2028,339.8999939,291.2999878,rsac,S-NPP,Nominal
62620,0,0,62621,116194,47.90131,-95.6404037,4/15/2015 0:00:00,105,2028,351.1000061,298.3999939,rsac,S-NPP,Nominal
62622,0,0,62623,115606,47.9012604,-95.6315994,4/15/2015 0:00:00,105,2028,367,299.6000061,rsac,S-NPP,Nominal
62678,0,0,62679,138977,47.8969498,-96.0593033,4/25/2015 0:00:00,115,1900,337.3999939,293.8999939,rsac,S-NPP,Nominal
62691,0,0,62692,117212,47.8961411,-95.6369019,4/15/2015 0:00:00,105,2028,346.8999939,302.2000122,rsac,S-NPP,Nominal
62694,0,0,62695,116737,47.8960495,-95.6281967,4/15/2015 0:00:00,105,2028,367,289.8999939,rsac,S-NPP,Nominal
62723,0,0,62724,117519,47.8945885,-95.6406021,4/15/2015 0:00:00,105,2028,341,292.8999939,rsac,S-NPP,Nominal
62724,0,0,62725,115196,47.8945389,-95.631897,4/15/2015 0:00:00,105,2028,367,296.2000122,rsac,S-NPP,Nominal
62725,0,0,62726,115676,47.8944893,-95.6231995,4/15/2015 0:00:00,105,2028,367,286.6000061,rsac,S-NPP,Nominal
62749,0,0,62750,139758,47.8935089,-96.0578003,4/25/2015 0:00:00,115,1900,348.7999878,297.8999939,rsac,S-NPP,Nominal
62766,0,0,62767,373984,47.8928795,-95.8753967,7/2/2015 0:00:00,183,757,301,285.1000061,rsac,S-NPP,Nominal
62780,0,0,62781,138696,47.8923988,-96.0635986,4/25/2015 0:00:00,115,1900,331,294.2000122,rsac,S-NPP,Nominal
62807,0,0,62808,721941,47.8916588,-96.0425034,9/14/2015 0:00:00,257,1936,335.6000061,288.7000122,rsac,S-NPP,Nominal
62841,0,0,62842,378982,47.8906097,-95.8764038,7/2/2015 0:00:00,183,757,304.3999939,284.8999939,rsac,S-NPP,Nominal
62854,0,0,62855,290267,47.8901215,-95.870697,6/26/2015 0:00:00,177,1937,334.2999878,299.1000061,rsac,S-NPP,Nominal
62858,0,0,62859,138899,47.8900604,-96.0563965,4/25/2015 0:00:00,115,1900,329.2000122,295.3999939,rsac,S-NPP,Nominal
62875,0,0,62876,116691,47.8893204,-95.6284027,4/15/2015 0:00:00,105,2028,355.2000122,288.6000061,rsac,S-NPP,Nominal
62878,0,0,62879,289947,47.8891716,-95.8741989,6/26/2015 0:00:00,177,1757,325.7000122,291,rsac,S-NPP,Nominal
62895,0,0,62896,322075,47.8876495,-95.8690033,6/29/2015 0:00:00,180,2021,328.3999939,292.8999939,rsac,S-NPP,Nominal
62897,0,0,62898,338217,47.8875885,-95.8761978,6/29/2015 0:00:00,180,2021,327.6000061,294,rsac,S-NPP,Nominal
62912,0,0,62913,295947,47.8863792,-95.8699036,6/26/2015 0:00:00,177,1937,339.2000122,300.3999939,rsac,S-NPP,Nominal
62921,0,0,62922,368864,47.8857994,-95.8738022,7/1/2015 0:00:00,182,1943,343,298.5,rsac,S-NPP,Nominal
62922,0,0,62923,760119,47.8856812,-90.4219971,10/19/2015 0:00:00,292,1838,343.8999939,275.2000122,rsac,S-NPP,Nominal
62924,0,0,62925,360125,47.8853302,-95.8788986,7/1/2015 0:00:00,182,1943,341.8999939,292.1000061,rsac,S-NPP,Nominal
62960,0,0,62961,736185,47.8825989,-96.6044006,10/6/2015 0:00:00,279,1923,330.7999878,289.7999878,rsac,S-NPP,Nominal
63033,0,0,63034,111222,47.8782387,-94.8964005,4/12/2015 0:00:00,102,817,296.5,280.5,rsac,S-NPP,Nominal
63095,0,0,63096,766289,47.8760796,-96.6463013,10/22/2015 0:00:00,295,1923,325.8999939,294.1000061,rsac,S-NPP,Nominal
63133,0,0,63134,766189,47.8753586,-96.6516037,10/22/2015 0:00:00,295,1923,330.7999878,295.6000061,rsac,S-NPP,Nominal
63169,0,0,63170,765553,47.8741989,-96.634903,10/22/2015 0:00:00,295,1923,338.3999939,296.2999878,rsac,S-NPP,Nominal
63208,0,0,63209,441846,47.8725891,-94.9809036,7/7/2015 0:00:00,188,1930,331.7999878,296.1000061,rsac,S-NPP,Nominal
63283,0,0,63284,735894,47.8700294,-96.5951996,10/6/2015 0:00:00,279,1923,335.1000061,292.8999939,rsac,S-NPP,Nominal
63303,0,0,63304,736435,47.8693085,-96.6004028,10/6/2015 0:00:00,279,1923,343.2999878,294.2999878,rsac,S-NPP,Nominal
63329,0,0,63330,736411,47.8678589,-96.6109009,10/6/2015 0:00:00,279,1923,333.3999939,292.7999878,rsac,S-NPP,Nominal
63345,0,0,63346,253378,47.8670692,-94.435997,6/21/2015 0:00:00,172,804,296.3999939,281,rsac,S-NPP,Nominal
63353,0,0,63354,736205,47.8667107,-96.5942001,10/6/2015 0:00:00,279,1923,332.2000122,291.8999939,rsac,S-NPP,Nominal
63370,0,0,63371,116063,47.8660507,-94.8033981,4/15/2015 0:00:00,105,2028,367,293.2999878,rsac,S-NPP,Nominal
63373,0,0,63374,115794,47.865921,-94.7938995,4/15/2015 0:00:00,105,2028,336.1000061,292.3999939,rsac,S-NPP,Nominal
63427,0,0,63428,115555,47.8639488,-94.8082962,4/15/2015 0:00:00,105,2028,337.1000061,292.8999939,rsac,S-NPP,Nominal
63434,0,0,63435,116610,47.863781,-94.7986984,4/15/2015 0:00:00,105,2028,367,301.7999878,rsac,S-NPP,Nominal
63608,0,0,63609,116869,47.8591003,-94.8039017,4/15/2015 0:00:00,105,2028,367,298.2999878,rsac,S-NPP,Nominal
63614,0,0,63615,115999,47.8589706,-94.7942963,4/15/2015 0:00:00,105,2028,338,292.7000122,rsac,S-NPP,Nominal
63628,0,0,63629,188995,47.8586693,-96.6128998,5/20/2015 0:00:00,140,1931,336.8999939,305.2999878,rsac,S-NPP,Nominal
63741,0,0,63742,785556,47.8549614,-90.5381012,11/9/2015 0:00:00,313,1844,328.7000122,283.2999878,rsac,S-NPP,Nominal
63883,0,0,63884,785500,47.8516693,-90.5369034,11/9/2015 0:00:00,313,1844,329.3999939,288.6000061,rsac,S-NPP,Nominal
63954,0,0,63955,747263,47.8505592,-95.9222031,10/14/2015 0:00:00,287,2013,339.7999878,289.2000122,rsac,S-NPP,Nominal
63963,0,0,63964,747347,47.8504295,-95.9281006,10/14/2015 0:00:00,287,2013,367,290.7999878,rsac,S-NPP,Nominal
64330,0,0,64331,217452,47.8445511,-90.4785995,6/1/2015 0:00:00,152,1726,326.5,281.2000122,rsac,S-NPP,Nominal
64387,0,0,64388,217172,47.8428917,-90.4737015,6/1/2015 0:00:00,152,1725,332.7999878,282.8999939,rsac,S-NPP,Nominal
64550,0,0,64551,191802,47.8395195,-96.5325012,5/22/2015 0:00:00,142,1853,331.2999878,305.1000061,rsac,S-NPP,Low
64586,0,0,64587,217059,47.8390007,-90.4756012,6/1/2015 0:00:00,152,1905,353.1000061,308.3999939,rsac,S-NPP,Nominal
64650,0,0,64651,198905,47.8376617,-94.3147964,5/24/2015 0:00:00,144,829,304.5,270.6000061,rsac,S-NPP,Nominal
64664,0,0,64665,152330,47.8373108,-94.8766022,4/29/2015 0:00:00,119,1924,348.7000122,298.6000061,rsac,S-NPP,Nominal
64972,0,0,64973,151346,47.8301201,-95.4513016,4/28/2015 0:00:00,118,1943,341.7000122,293.1000061,rsac,S-NPP,Nominal
64984,0,0,64985,95405,47.8298988,-94.7294998,4/3/2015 0:00:00,93,1913,340.7000122,286.7999878,rsac,S-NPP,Nominal
64996,0,0,64997,150360,47.8296585,-95.4565964,4/28/2015 0:00:00,118,1943,367,302.3999939,rsac,S-NPP,Nominal
65016,0,0,65017,150217,47.8292198,-95.4618988,4/28/2015 0:00:00,118,1943,339.2000122,294.3999939,rsac,S-NPP,Nominal
65069,0,0,65070,136594,47.8277016,-96.3407974,4/23/2015 0:00:00,113,1937,344.1000061,292.7000122,rsac,S-NPP,Nominal
65328,0,0,65329,136117,47.8240395,-96.3399963,4/23/2015 0:00:00,113,1937,352.7999878,282.5,rsac,S-NPP,Nominal
65582,0,0,65583,737853,47.8202591,-95.4140015,10/7/2015 0:00:00,280,1904,343.8999939,289.3999939,rsac,S-NPP,Nominal
65893,0,0,65894,787081,47.8138199,-95.4152985,11/10/2015 0:00:00,314,1826,344.3999939,290.3999939,rsac,S-NPP,Nominal
65983,0,0,65984,786627,47.8112297,-95.4056015,11/10/2015 0:00:00,314,1826,337.7000122,286.8999939,rsac,S-NPP,Nominal
66007,0,0,66008,769406,47.8105507,-90.7902985,10/26/2015 0:00:00,299,1948,326.2999878,280.2000122,rsac,S-NPP,Nominal
66016,0,0,66017,769660,47.810379,-90.7956009,10/26/2015 0:00:00,299,1948,367,281.2000122,rsac,S-NPP,Nominal
66051,0,0,66052,787221,47.8093605,-95.4126968,11/10/2015 0:00:00,314,1826,326.1000061,287.3999939,rsac,S-NPP,Nominal
66053,0,0,66054,140382,47.8092918,-96.2235031,4/25/2015 0:00:00,115,1900,335.1000061,300.7999878,rsac,S-NPP,Nominal
66102,0,0,66103,741909,47.8081207,-95.7482986,10/11/2015 0:00:00,284,1929,335.5,303.3999939,rsac,S-NPP,Nominal
66131,0,0,66132,740781,47.8074303,-95.7542038,10/11/2015 0:00:00,284,1929,330.2999878,303.3999939,rsac,S-NPP,Low
66180,0,0,66181,741969,47.80616,-95.7457962,10/11/2015 0:00:00,284,1929,347.6000061,309.5,rsac,S-NPP,Nominal
66198,0,0,66199,138213,47.8058205,-96.2220001,4/25/2015 0:00:00,115,1900,334.7999878,301.6000061,rsac,S-NPP,Nominal
66244,0,0,66245,138334,47.8046913,-96.2277985,4/25/2015 0:00:00,115,1900,340.3999939,297.7999878,rsac,S-NPP,Nominal
66249,0,0,66250,741030,47.8045807,-95.7473984,10/11/2015 0:00:00,284,1929,353.1000061,315.2999878,rsac,S-NPP,Nominal
66289,0,0,66290,135858,47.8035583,-96.1756973,4/23/2015 0:00:00,113,1757,328.5,292,rsac,S-NPP,Nominal
66290,0,0,66291,138609,47.8035507,-96.2337036,4/25/2015 0:00:00,115,1900,340.5,297.3999939,rsac,S-NPP,Nominal
66326,0,0,66327,740886,47.8026199,-95.7450027,10/11/2015 0:00:00,284,1929,338.6000061,302.8999939,rsac,S-NPP,Nominal
66348,0,0,66349,741372,47.8019218,-95.7509003,10/11/2015 0:00:00,284,1929,342.6000061,307.8999939,rsac,S-NPP,Nominal
66389,0,0,66390,741057,47.8010406,-95.7464981,10/11/2015 0:00:00,284,1929,335.7999878,305.3999939,rsac,S-NPP,Nominal
66403,0,0,66404,136793,47.8007393,-96.1836014,4/23/2015 0:00:00,113,1757,339.3999939,293.2999878,rsac,S-NPP,Nominal
66481,0,0,66482,136621,47.7990189,-96.1791,4/23/2015 0:00:00,113,1757,352.7999878,294.8999939,rsac,S-NPP,Nominal
66550,0,0,66551,136002,47.7975693,-96.1708984,4/23/2015 0:00:00,113,1757,334.3999939,293.3999939,rsac,S-NPP,Nominal
66657,0,0,66658,757952,47.7944489,-95.9235001,10/19/2015 0:00:00,292,2019,355,293.7999878,rsac,S-NPP,Nominal
66709,0,0,66710,138719,47.7932014,-96.2482986,4/25/2015 0:00:00,115,1900,337.7000122,298.7000122,rsac,S-NPP,Nominal
66715,0,0,66716,757051,47.793129,-95.9549026,10/18/2015 0:00:00,291,731,300.5,271.2000122,rsac,S-NPP,Nominal
66725,0,0,66726,756297,47.7929802,-95.9488983,10/18/2015 0:00:00,291,731,297.8999939,271,rsac,S-NPP,Nominal
66730,0,0,66731,756715,47.792881,-95.9552994,10/18/2015 0:00:00,291,731,300.7000122,271,rsac,S-NPP,Nominal
66737,0,0,66738,755873,47.7927589,-95.9493027,10/18/2015 0:00:00,291,731,298.3999939,271,rsac,S-NPP,Nominal
66744,0,0,66745,116560,47.7926102,-95.5298996,4/15/2015 0:00:00,105,2028,367,294.2000122,rsac,S-NPP,Nominal
66790,0,0,66791,756120,47.7916603,-95.9445038,10/18/2015 0:00:00,291,1857,327.2000122,291.6000061,rsac,S-NPP,Nominal
66840,0,0,66841,115934,47.7908287,-95.5307999,4/15/2015 0:00:00,105,2028,367,293.3999939,rsac,S-NPP,Nominal
66850,0,0,66851,756036,47.7905693,-95.9502029,10/18/2015 0:00:00,291,1857,330.5,293.2000122,rsac,S-NPP,Nominal
66923,0,0,66924,135693,47.7896194,-96.1530991,4/23/2015 0:00:00,113,1937,348.2999878,303.5,rsac,S-NPP,Nominal
66936,0,0,66937,136116,47.7894516,-96.2153015,4/23/2015 0:00:00,113,1757,341.6000061,295.3999939,rsac,S-NPP,Nominal
67038,0,0,67039,136300,47.7880898,-96.1473999,4/23/2015 0:00:00,113,1937,334.1000061,300.2999878,rsac,S-NPP,Nominal
67045,0,0,67046,135603,47.7879982,-96.2201004,4/23/2015 0:00:00,113,1937,329.5,294.5,rsac,S-NPP,Nominal
67083,0,0,67084,136909,47.787571,-96.210701,4/23/2015 0:00:00,113,1757,334.2999878,294.8999939,rsac,S-NPP,Nominal
67085,0,0,67086,777701,47.7875595,-90.6230011,11/3/2015 0:00:00,307,1857,336.5,284.6000061,rsac,S-NPP,Nominal
67096,0,0,67097,136575,47.7874107,-96.1539001,4/23/2015 0:00:00,113,1937,338.8999939,305.7000122,rsac,S-NPP,Nominal
67199,0,0,67200,135826,47.7859306,-96.152298,4/23/2015 0:00:00,113,1937,337,303.1000061,rsac,S-NPP,Nominal
67203,0,0,67204,115731,47.7858582,-95.5301971,4/15/2015 0:00:00,105,2028,367,299.2000122,rsac,S-NPP,Nominal
67216,0,0,67217,135960,47.7855606,-96.2247009,4/23/2015 0:00:00,113,1937,331.3999939,297.7999878,rsac,S-NPP,Nominal
67254,0,0,67255,136551,47.7846985,-96.2185974,4/23/2015 0:00:00,113,1757,367,296.2000122,rsac,S-NPP,Nominal
67281,0,0,67282,116508,47.7840805,-95.5311966,4/15/2015 0:00:00,105,2028,367,298.7000122,rsac,S-NPP,Nominal
67291,0,0,67292,135593,47.7838707,-96.1570969,4/23/2015 0:00:00,113,1757,347.7000122,294.1000061,rsac,S-NPP,Nominal
67303,0,0,67304,136649,47.7836494,-96.2256012,4/23/2015 0:00:00,113,1937,326.2999878,297.8999939,rsac,S-NPP,Low
67311,0,0,67312,136517,47.7834396,-96.2105026,4/23/2015 0:00:00,113,1757,367,296.7999878,rsac,S-NPP,Nominal
67315,0,0,67316,106044,47.7832985,-96.7438965,4/10/2015 0:00:00,100,1841,340.3999939,294,rsac,S-NPP,Nominal
67324,0,0,67325,106469,47.7829399,-96.7442017,4/10/2015 0:00:00,100,1841,333.7999878,293.2000122,rsac,S-NPP,Nominal
67342,0,0,67343,136335,47.7824097,-96.1486969,4/23/2015 0:00:00,113,1757,339.7000122,291.7000122,rsac,S-NPP,Nominal
67355,0,0,67356,136530,47.7818909,-96.2238998,4/23/2015 0:00:00,113,1937,332.3999939,298.6000061,rsac,S-NPP,Nominal
67379,0,0,67380,155596,47.7812881,-95.9163971,5/1/2015 0:00:00,121,1847,342.5,302.7999878,rsac,S-NPP,Nominal
67386,0,0,67387,791210,47.7810783,-94.069397,11/15/2015 0:00:00,319,1832,339.2999878,286.5,rsac,S-NPP,Nominal
67457,0,0,67458,217413,47.7781906,-92.8921967,6/1/2015 0:00:00,152,1905,335.6000061,298.5,rsac,S-NPP,Nominal
67511,0,0,67512,149334,47.7757912,-96.4210968,4/27/2015 0:00:00,117,1822,354.6000061,296.7000122,rsac,S-NPP,Nominal
67571,0,0,67572,468148,47.772171,-95.8951035,7/10/2015 0:00:00,191,848,336.1000061,289.5,rsac,S-NPP,Nominal
67617,0,0,67618,154933,47.7693214,-91.8291016,4/30/2015 0:00:00,120,1905,346,272.8999939,rsac,S-NPP,Nominal
67631,0,0,67632,154417,47.768589,-91.8342972,4/30/2015 0:00:00,120,1905,341.7000122,271.1000061,rsac,S-NPP,Nominal
67959,0,0,67960,136424,47.7598495,-96.2188034,4/23/2015 0:00:00,113,1937,353.3999939,306.7999878,rsac,S-NPP,Nominal
67998,0,0,67999,135598,47.7591515,-96.2251968,4/23/2015 0:00:00,113,1937,333.7999878,304.5,rsac,S-NPP,Nominal
68035,0,0,68036,758528,47.7581406,-96.5073013,10/19/2015 0:00:00,292,2019,337.6000061,294.6000061,rsac,S-NPP,Nominal
68044,0,0,68045,757509,47.7579918,-96.5205994,10/19/2015 0:00:00,292,2019,354,294.5,rsac,S-NPP,Nominal
68065,0,0,68066,758405,47.7573509,-96.5093002,10/19/2015 0:00:00,292,2019,336.2999878,294.8999939,rsac,S-NPP,Nominal
68070,0,0,68071,758727,47.7572517,-96.5158997,10/19/2015 0:00:00,292,2019,367,295.6000061,rsac,S-NPP,Nominal
68081,0,0,68082,136457,47.7568703,-96.2115021,4/23/2015 0:00:00,113,1937,333.6000061,297.7000122,rsac,S-NPP,Nominal
68109,0,0,68110,136099,47.7561798,-96.2179031,4/23/2015 0:00:00,113,1937,354.8999939,300.7000122,rsac,S-NPP,Nominal
68122,0,0,68123,136716,47.7554817,-96.2244034,4/23/2015 0:00:00,113,1937,343.5,300.5,rsac,S-NPP,Nominal
68160,0,0,68161,159694,47.7541389,-95.8952026,5/3/2015 0:00:00,123,1950,334.2999878,303.2999878,rsac,S-NPP,Nominal
68196,0,0,68197,136025,47.7532005,-96.210701,4/23/2015 0:00:00,113,1937,332.6000061,297.6000061,rsac,S-NPP,Nominal
68222,0,0,68223,159869,47.752121,-95.8928986,5/3/2015 0:00:00,123,1950,367,305.8999939,rsac,S-NPP,Nominal
68223,0,0,68224,562036,47.752121,-94.5883026,8/9/2015 0:00:00,221,1911,331.3999939,296.1000061,rsac,S-NPP,Nominal
68231,0,0,68232,160514,47.751709,-95.9134979,5/4/2015 0:00:00,124,1931,343.8999939,312.7999878,rsac,S-NPP,Nominal
68241,0,0,68242,161041,47.7509918,-95.9152985,5/4/2015 0:00:00,124,1931,342.7000122,312.7999878,rsac,S-NPP,Low
68246,0,0,68247,84208,47.7508507,-96.7650986,3/28/2015 0:00:00,87,1925,329.6000061,297,rsac,S-NPP,Nominal
68278,0,0,68279,159810,47.7498589,-95.8944016,5/3/2015 0:00:00,123,1950,342.8999939,306,rsac,S-NPP,Nominal
68326,0,0,68327,561076,47.7488403,-94.5871964,8/9/2015 0:00:00,221,1911,330.7000122,295.7999878,rsac,S-NPP,Nominal
68406,0,0,68407,159466,47.7473717,-95.9520035,5/3/2015 0:00:00,123,1950,332.7999878,303.3999939,rsac,S-NPP,Low
68427,0,0,68428,747068,47.7469292,-94.6449966,10/14/2015 0:00:00,287,1832,331.6000061,288.5,rsac,S-NPP,Nominal
68444,0,0,68445,363132,47.7466202,-95.3201981,7/1/2015 0:00:00,182,816,297.2999878,280.1000061,rsac,S-NPP,Nominal
68459,0,0,68460,144313,47.7460785,-96.0531998,4/26/2015 0:00:00,116,1841,330.3999939,300.7000122,rsac,S-NPP,Nominal
68469,0,0,68470,159886,47.7458611,-95.9477997,5/3/2015 0:00:00,123,1950,343.2000122,304.5,rsac,S-NPP,Nominal
68480,0,0,68481,136281,47.7451897,-96.1098022,4/23/2015 0:00:00,113,1937,345.3999939,294.7999878,rsac,S-NPP,Nominal
68513,0,0,68514,159477,47.7435684,-95.9453964,5/3/2015 0:00:00,123,1950,329.2999878,302,rsac,S-NPP,Low
68538,0,0,68539,159710,47.7430992,-95.9513016,5/3/2015 0:00:00,123,1950,336.3999939,302.7999878,rsac,S-NPP,Nominal
68560,0,0,68561,50374,47.7427292,-96.5896988,3/9/2015 0:00:00,68,1842,327,283.7000122,rsac,S-NPP,Nominal
68612,0,0,68613,135632,47.7415009,-96.108902,4/23/2015 0:00:00,113,1937,343.8999939,297.5,rsac,S-NPP,Nominal
68689,0,0,68690,139449,47.7399902,-96.3960037,4/25/2015 0:00:00,115,1859,335.2000122,303.7999878,rsac,S-NPP,Nominal
69433,0,0,69434,572587,47.72686,-91.1119995,8/12/2015 0:00:00,224,1814,337.2000122,289.2000122,rsac,S-NPP,Nominal
69451,0,0,69452,572544,47.7263985,-91.1019974,8/12/2015 0:00:00,224,1955,349.6000061,274.7999878,rsac,S-NPP,Nominal
69454,0,0,69455,571786,47.7262611,-91.1080017,8/12/2015 0:00:00,224,1955,367,275.3999939,rsac,S-NPP,Nominal
69531,0,0,69532,572067,47.7248383,-91.1130981,8/12/2015 0:00:00,224,828,301.1000061,283.8999939,rsac,S-NPP,Nominal
69533,0,0,69534,718725,47.7247696,-96.392601,9/12/2015 0:00:00,255,2013,325.2000122,279.2000122,rsac,S-NPP,Nominal
69555,0,0,69556,573602,47.7241898,-91.1032028,8/12/2015 0:00:00,224,1814,339.7000122,292.3999939,rsac,S-NPP,Nominal
69631,0,0,69632,570901,47.72258,-91.1095963,8/12/2015 0:00:00,224,1814,340.7999878,293.3999939,rsac,S-NPP,Nominal
69740,0,0,69741,152976,47.7201805,-96.0294037,4/29/2015 0:00:00,119,1924,330,304.7999878,rsac,S-NPP,Low
70020,0,0,70021,740051,47.7139206,-95.9386978,10/10/2015 0:00:00,283,1948,327.5,284.7000122,rsac,S-NPP,Nominal
70132,0,0,70133,569164,47.7112503,-96.1659012,8/12/2015 0:00:00,224,1955,339.2000122,284.2999878,rsac,S-NPP,Nominal
70286,0,0,70287,704599,47.7069702,-93.3984985,9/3/2015 0:00:00,246,815,300.8999939,288.2999878,rsac,S-NPP,Nominal
70555,0,0,70556,139426,47.69487,-95.6067963,4/25/2015 0:00:00,115,1859,328.8999939,298.3999939,rsac,S-NPP,Nominal
70563,0,0,70564,790212,47.6946182,-96.0951996,11/14/2015 0:00:00,318,1851,328.3999939,282.2999878,rsac,S-NPP,Nominal
70567,0,0,70568,195129,47.6944809,-96.459198,5/23/2015 0:00:00,143,848,295.1000061,278.2999878,rsac,S-NPP,Nominal
70572,0,0,70573,762491,47.6943207,-96.6343002,10/20/2015 0:00:00,293,2000,340.5,282.2000122,rsac,S-NPP,Nominal
