FY ,Region,Forest Code,Forest Name,District Code ,District Name,STATE ,COUNTY ,LATITUDE ,LONGITUDE ,Treatment Type,Planned Date,Planned Acres,Accomplished Date,Accomplished Acres,Completed Date,WUI 
2011,05,13,Sequoia,54,Kern River,California,Kern,35.63,-118.652,Machine Pile Burn,2010-12-09,21,2010-12-09,21,2010-12-09,N
2011,05,13,Sequoia,54,Kern River,California,Kern,35.7029,-118.6052,Machine Pile Burn,2010-10-01,16,2010-11-19,16,2010-11-19,N
2011,05,13,Sequoia,54,Kern River,California,Kern,35.4064,-118.3486,Machine Pile Burn,2010-12-05,6,2010-12-17,6,2010-12-17,Y
2011,05,13,Sequoia,54,Kern River,California,Kern,35.661,-118.604,Machine Pile Burn,2010-12-08,350,2010-12-08,90,2010-12-08,N
2011,05,13,Sequoia,54,Kern River,California,Kern,35.6967,-118.5958,Machine Pile Burn,2010-12-08,56,2010-12-08,56,2010-12-08,N
2011,05,13,Sequoia,54,Kern River,California,Kern,35.647,-118.608,Machine Pile Burn,2010-12-09,69,2010-12-09,69,2010-12-09,N
2011,05,13,Sequoia,54,Kern River,California,Tulare,36.0107,-118.2022,Machine Pile Burn,2010-10-01,15,2010-10-02,15,2010-10-02,N
2011,05,13,Sequoia,54,Kern River,California,Tulare,12.3659,-123.1254,Machine Pile Burn,2010-10-02,55,2010-10-12,55,2010-10-12,N
2011,05,13,Sequoia,54,Kern River,California,Tulare,36.0107,-118.2022,Machine Pile Burn,2010-10-01,139,2010-12-15,139,2010-12-15,N
2011,05,13,Sequoia,54,Kern River,California,Tulare,36,-118,Fire Use,2011-07-11,65,2011-07-28,65,2011-07-28,N
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3712,-122.9718,Machine Pile Burn,2011-01-10,1.5,2011-05-20,1.5,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3697,-122.9709,Machine Pile Burn,2011-01-10,9,2011-05-20,9,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3685,-122.9689,Machine Pile Burn,2011-01-10,9.3,2011-05-20,9.3,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3669,-122.967,Machine Pile Burn,2011-01-10,11.5,2011-05-20,11.5,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3665,-122.9579,Machine Pile Burn,2011-01-10,2.8,2011-05-20,2.8,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3655,-122.9537,Machine Pile Burn,2011-01-10,41.6,2011-05-20,41.6,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3654,-122.9492,Machine Pile Burn,2011-01-10,4.5,2011-05-20,4.5,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Shasta,40.3776,-122.9174,Machine Pile Burn,2011-01-10,6.7,2011-05-20,6.7,2011-05-20,Y
2011,05,14,Shasta-Trinity,51,Yolla Bolla,California,Tehama,40.6219,-123.3145,Broadcast Burn,2010-10-01,2.5,2010-10-17,2.5,2010-10-17,N
2011,05,14,Shasta-Trinity,52,Hayfork,California,Trinity,40.276,-123.2796,Fire Use,2011-09-28,97,2011-09-28,97,2011-09-28,Y
2011,05,14,Shasta-Trinity,52,Hayfork,California,Trinity,40.5955,-123.1322,Machine Pile Burn,2010-05-05,69.6,2011-05-05,69.6,2011-05-05,Y
2011,05,14,Shasta-Trinity,52,Hayfork,California,Trinity,40.601,-123.113,Machine Pile Burn,2010-05-05,30.9,2011-05-05,30.9,2011-05-05,Y
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.7516,-123.1085,Machine Pile Burn,2011-06-20,43,2011-06-20,43,,Y
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.7516,-123.1085,Machine Pile Burn,2011-06-20,69,2011-06-20,69,,Y
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.8104,-123.4798,Machine Pile Burn,2010-10-01,2,2010-10-26,2,2010-10-26,Y
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.6774,-123.1001,Machine Pile Burn,2010-11-08,20,2010-11-08,20,2010-11-08,N
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.6815,-123.0693,Machine Pile Burn,2010-11-08,26,2010-11-08,26,2010-11-08,N
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.9792,-123.3196,Machine Pile Burn,2010-11-17,3,2010-11-17,3,2010-11-17,N
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.741,-123.2515,Machine Pile Burn,2010-10-01,5,2010-11-01,5,2010-11-01,Y
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.7282,-123.0559,Machine Pile Burn,2010-10-01,1,2010-10-26,1,2010-10-26,Y
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.7557,-123.128,Machine Pile Burn,2010-11-17,9,2010-11-17,9,2010-11-17,N
2011,05,14,Shasta-Trinity,54,Big Bar,California,Trinity,40.7169,-123.2999,Machine Pile Burn,2010-11-15,32,2010-11-15,32,2010-11-15,Y
2011,05,14,Shasta-Trinity,56,Weaverville,California,Trinity,40.7886,-122.8015,Machine Pile Burn,2010-11-01,2,2010-11-01,2,2010-11-01,N
2011,05,14,Shasta-Trinity,56,Weaverville,California,Trinity,41,-122.45,Machine Pile Burn,2010-11-16,12,2010-11-16,12,2010-11-16,N
2011,05,14,Shasta-Trinity,56,Weaverville,California,Trinity,40.735,-122.9433,Machine Pile Burn,2010-10-26,3,2010-10-26,3,2010-10-26,Y
2011,05,14,Shasta-Trinity,56,Weaverville,California,Trinity,40.7597,-122.9105,Machine Pile Burn,2010-10-01,86,2011-03-10,86,2011-03-10,Y
2011,05,14,Shasta-Trinity,57,Weaverville,California,Trinity,41.104,-122.7007,Machine Pile Burn,2010-11-03,1,2010-11-03,1,2010-11-03,Y
2011,05,14,Shasta-Trinity,57,Weaverville,California,Trinity,41.0895,-122.7083,Machine Pile Burn,2010-10-26,2,2010-10-26,2,2010-10-26,Y
2011,05,14,Shasta-Trinity,57,Weaverville,California,Trinity,41.104,-122.7007,Machine Pile Burn,2010-10-26,3,2010-10-26,3,2010-10-26,Y
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40,-122,Machine Pile Burn,2010-04-01,150,2011-04-01,150,2011-04-01,Y
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40,-122,Machine Pile Burn,2010-06-01,13,2010-11-30,13,2010-11-30,N
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40,-122,Machine Pile Burn,2009-04-01,11,2011-08-01,11,2011-08-01,Y
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40,-122,Machine Pile Burn,2009-04-01,28,2011-02-01,28,2011-02-01,Y
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40,-122,Machine Pile Burn,2009-04-01,5,2010-10-01,5,2010-10-01,Y
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40,-122,Broadcast Burn,2010-03-23,1044,2011-03-23,1044,2011-03-23,N
2011,05,14,Shasta-Trinity,58,Shasta Lake,California,Shasta,40.77,-122.34,Broadcast Burn,2010-06-15,96,2011-03-15,96,2011-03-15,Y
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.2758,-121.7805,Broadcast Burn,2010-10-01,75,2010-10-12,75,2010-10-12,Y
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.2758,-121.7805,Broadcast Burn,2010-10-01,66,2010-10-15,66,2010-10-15,Y
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.4283,-121.8078,Machine Pile Burn,2009-10-15,139,2010-11-15,139,2010-11-15,N
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.4283,-121.8078,Machine Pile Burn,2009-10-15,108,2010-11-15,108,2010-11-15,N
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.5072,-121.7869,Machine Pile Burn,2010-08-15,214,2010-11-15,214,2010-11-15,N
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.2786,-121.8002,Broadcast Burn,2010-10-01,130,2010-10-15,130,2010-10-20,Y
2011,05,14,Shasta-Trinity,61,McCloud,California,Siskiyou,41.2697,-121.8095,Broadcast Burn,2010-10-01,90,2010-10-15,90,2010-10-15,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-10-15,9,2010-11-15,8,2010-11-15,N
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.3,-119.58,Broadcast Burn,2008-04-01,2,2010-11-30,5,2010-11-30,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-07-15,20,2010-10-28,20,2010-10-28,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.36,-119.6,Machine Pile Burn,2010-11-15,15,2010-12-10,15,2010-12-10,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.38,-119.63,Machine Pile Burn,2010-10-21,4,2010-10-21,4,2010-10-21,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.4,-119.35,Machine Pile Burn,2010-10-01,2,2010-10-27,2,2010-10-27,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.2215,-119.355,Machine Pile Burn,2010-11-01,3,2010-12-10,3,2010-12-10,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-11-01,51,2011-03-15,43,2011-03-15,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.41,-119.75,Machine Pile Burn,2010-10-01,6,2010-11-28,6,2010-11-28,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.358,-119.6,Machine Pile Burn,2010-11-01,7,2010-12-10,7,2010-12-10,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.23,-119.49,Machine Pile Burn,2010-10-01,1,2010-11-29,1,2010-11-29,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-11-01,8,2010-11-01,8,2010-11-21,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-10-15,2,2010-10-22,2,2010-10-22,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.2,-119.4,Machine Pile Burn,2011-03-15,4,2011-03-15,4,2011-03-15,N
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.23,-119.36,Machine Pile Burn,2010-10-01,0.5,2010-10-25,0.5,2010-10-25,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.4,-119.357,Machine Pile Burn,2010-10-01,20,2010-10-27,2,2010-10-27,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.4,-119.3,Machine Pile Burn,2010-10-01,7,2010-10-27,7,2010-10-27,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.52,-119.29,Machine Pile Burn,2010-10-01,2,2010-10-21,2,2010-10-21,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-10-01,100,2010-10-22,12,2010-10-22,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-10-01,50,2010-10-27,5,2010-10-27,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.35,-119.54,Machine Pile Burn,2010-10-01,4,2010-10-22,4,2010-10-22,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.41,-119.37,Machine Pile Burn,2010-10-01,2,2010-10-27,2,2010-10-27,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.38,-119.63,Broadcast Burn,2010-10-01,133,2010-10-15,75,2010-10-15,Y
2011,05,15,Sierra,51,Bass Lake,California,Madera,37.5718,-119.1983,Fire Use,2010-08-06,470,2010-11-02,470,2010-11-02,N
2011,05,15,Sierra,51,Bass Lake,California,Madera,37,-119,Machine Pile Burn,2010-10-02,40,2010-10-28,40,2010-10-28,Y
2011,05,15,Sierra,51,Bass Lake,California,Mariposa,37.464,-119.702,Machine Pile Burn,2010-11-30,15,2010-11-30,1,2010-11-30,N
2011,05,15,Sierra,51,Bass Lake,California,Mariposa,37.437,-119.71,Machine Pile Burn,2010-10-01,66,2010-11-30,0.5,2010-11-30,Y
2011,05,15,Sierra,51,Bass Lake,California,Mariposa,37.463,-119.706,Machine Pile Burn,2010-11-01,5,2010-11-30,1,2010-11-30,N
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0478,-119.2882,Machine Pile Burn,2009-10-12,111,2010-11-01,92,2011-03-24,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0218,-119.3779,Machine Pile Burn,2010-10-01,2.5,2010-10-29,2.5,2010-10-29,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0872,-119.3938,Machine Pile Burn,2010-10-01,29.3,2010-12-01,29.3,2010-12-01,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0332,-119.251,Machine Pile Burn,2010-04-01,24.1,2010-10-17,20,2010-10-17,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0545,-119.2989,Machine Pile Burn,2010-10-01,28,2010-11-19,28,2010-11-19,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0398,-119.2413,Machine Pile Burn,2010-10-01,5,2011-02-15,5,2011-02-15,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.089,-119.3989,Machine Pile Burn,2010-10-01,32,2010-12-15,32,2010-12-15,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.104,-119.3979,Machine Pile Burn,2010-10-01,46,2010-12-15,46,2010-12-15,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.1127,-119.3941,Machine Pile Burn,2010-10-01,100,2010-12-15,100,2010-12-15,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0688,-119.2967,Machine Pile Burn,2010-10-01,44,2010-11-19,30,2010-11-19,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0397,-119.3796,Machine Pile Burn,2010-10-01,368,2010-11-29,4,2010-11-29,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0581,-119.2881,Machine Pile Burn,2010-10-01,46,2010-11-18,41,2010-11-18,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0552,-119.3072,Machine Pile Burn,2010-10-01,60,2010-11-18,60,2011-03-23,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0586,-119.3065,Machine Pile Burn,2010-10-01,26,2010-11-05,26,2010-11-05,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,36.9139,-119.0402,Machine Pile Burn,2010-10-01,13,2010-11-01,1,2010-11-01,N
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0854,-119.4039,Machine Pile Burn,2010-10-01,17,2010-11-22,17,2010-11-22,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0715,-119.2125,Machine Pile Burn,2010-10-01,20,2010-10-27,20,2010-10-27,Y
2011,05,15,Sierra,52,High Sierra,California,Fresno,37.0829,-119.2061,Machine Pile Burn,2010-10-01,9,2010-10-26,9,2010-10-26,Y
2011,05,16,Stanislaus,51,Mi-Wok,California,Tuolumne,38.163,-120.118,Machine Pile Burn,2010-10-01,9,2010-10-30,9,2010-10-30,Y
2011,05,16,Stanislaus,51,Mi-Wok,California,Tuolumne,38.094,-120.186,Machine Pile Burn,2010-10-01,11.8,2010-10-30,11.8,2010-10-30,Y
2011,05,16,Stanislaus,51,Mi-Wok,California,Tuolumne,37.998,-120.167,Machine Pile Burn,2010-10-01,10,2011-05-31,10,2011-05-31,Y
2011,05,16,Stanislaus,51,Mi-Wok,California,Tuolumne,38.065,-120.222,Machine Pile Burn,2010-10-01,13,2011-05-31,13,2011-05-31,Y
2011,05,16,Stanislaus,51,Mi-Wok,California,Tuolumne,38.154,-120.261,Machine Pile Burn,2010-10-01,20.4,2011-04-19,20.4,2011-04-19,Y
2011,05,16,Stanislaus,52,Calaveras,California,Calaveras,10,-65,Machine Pile Burn,2007-04-02,11,2011-02-16,3,,Y
2011,05,16,Stanislaus,53,Summit,California,Alpine,38.406,-119.79,Machine Pile Burn,2010-10-01,7,2010-10-27,7,2010-10-27,Y
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.386,-119.816,Machine Pile Burn,2010-10-01,20.7,2010-10-27,20.7,2010-10-27,Y
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.185,-119.994,Machine Pile Burn,2009-10-01,5.1,2010-10-02,5.1,2010-10-02,Y
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.194,-119.997,Machine Pile Burn,2009-10-01,9.8,2010-10-02,9.8,2010-10-02,Y
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.3164,-120.0013,Fire Use,2010-10-08,144,2010-11-09,144,2010-11-09,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.376,-119.816,Machine Pile Burn,2010-10-01,5,2010-10-27,5,2010-10-27,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.22,-119.9785,Broadcast Burn,2010-10-01,114,2011-06-24,114,2011-06-24,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.1916,-120.1843,Broadcast Burn,2010-10-01,218,2011-05-13,218,2011-05-13,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.1977,-120.0537,Broadcast Burn,2010-10-01,323,2011-07-15,323,2011-07-15,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.2125,-119.9961,Broadcast Burn,2010-10-01,158,2011-06-28,158,2011-06-28,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.3382,-119.8292,Machine Pile Burn,2010-10-01,3.2,2010-10-18,3.2,2010-10-18,Y
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.2579,-120.0387,Machine Pile Burn,2010-10-01,36,2010-11-16,36,2010-11-16,N
2011,05,16,Stanislaus,53,Summit,California,Tuolumne,38.2283,-119.9139,Fire Use,2010-08-09,908,2010-11-09,908,2010-11-09,N
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4516,-120.0326,Broadcast Burn,2011-07-14,165.3,2011-07-14,165.3,2011-07-14,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4213,-119.5858,Broadcast Burn,2011-07-15,13,2011-07-15,13,2011-07-15,N
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4621,-120.05,Machine Pile Burn,2011-07-14,12.7,2011-07-14,12.7,2011-07-14,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4314,-120.0548,Machine Pile Burn,2011-03-02,2.1,2011-03-02,2.1,2011-03-02,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4213,-119.5858,Machine Pile Burn,2011-07-15,8,2011-07-15,8,2011-07-15,N
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4802,-120.0352,Machine Pile Burn,2011-04-08,3.4,2011-04-08,3.4,2011-04-08,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4501,-120.0242,Machine Pile Burn,2010-11-10,2,2010-11-10,2,2010-11-10,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4501,-120.0242,Machine Pile Burn,2010-11-10,1.8,2010-11-10,1.8,2010-11-10,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.493,-120.0534,Machine Pile Burn,2011-02-10,2,2011-02-10,2,2011-02-10,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.48,-120.5,Machine Pile Burn,2011-01-02,1,2011-01-02,1,2011-01-02,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4516,-120.0326,Machine Pile Burn,2011-04-11,10.1,2011-04-11,10.1,2011-04-11,Y
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4213,-119.5858,Broadcast Burn,2011-07-15,8,2011-07-15,8,2011-07-15,N
2011,05,16,Stanislaus,54,Groveland,California,Mariposa,37.4545,-119.5609,Machine Pile Burn,2010-11-09,1.2,2010-11-09,1.2,2010-11-09,N
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.4926,-119.5441,Machine Pile Burn,2011-02-15,59.5,2011-02-15,59.5,2011-02-15,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.4841,-119.5211,Broadcast Burn,2011-07-11,111,2011-07-11,111,2011-07-11,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.4925,-120.0546,Machine Pile Burn,2011-03-30,22.3,2011-03-30,22.3,2011-03-30,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.5836,-119.5528,Machine Pile Burn,2010-11-17,2,2010-11-17,2,2010-11-17,N
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.5915,-119.5502,Machine Pile Burn,2010-11-10,15,2010-11-10,15,2010-11-10,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.5828,-119.5505,Machine Pile Burn,2010-11-16,1,2010-11-16,1,2010-11-16,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.4827,-120.605,Machine Pile Burn,2011-01-11,3.4,2011-01-11,3.4,2011-01-11,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.482,-120.0929,Machine Pile Burn,2010-02-10,10.2,2011-02-10,10.2,2011-02-10,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.5205,-119.52,Machine Pile Burn,2010-11-20,1.5,2010-11-20,1.5,2010-11-20,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37,-119,Machine Pile Burn,2010-11-20,2.2,2010-11-20,2.2,2010-11-20,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.4736,-119.5441,Machine Pile Burn,2010-11-09,5.5,2010-11-09,5.5,2010-11-09,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.4848,-119.567,Machine Pile Burn,2010-11-29,3,2010-11-29,3,2010-11-29,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,38.0059,-119.53,Machine Pile Burn,2010-11-18,8,2010-11-18,8,2010-11-18,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.493,-120.601,Machine Pile Burn,2010-12-07,8,2010-12-07,8,2010-12-07,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.574,-119.5332,Machine Pile Burn,2011-09-15,2.8,2011-09-15,2.8,2011-09-15,N
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.817,-120.829,Machine Pile Burn,2010-12-14,3.2,2010-12-14,3.2,2010-12-14,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.49,-119.56,Machine Pile Burn,2010-11-18,2,2010-11-18,2,2010-11-18,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.82,-120.154,Machine Pile Burn,2010-11-29,2.3,2010-11-29,2.3,2010-11-29,Y
2011,05,16,Stanislaus,54,Groveland,California,Tuolumne,37.82,-120.043,Machine Pile Burn,2010-12-06,0.9,2010-12-06,0.9,2010-12-06,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Nevada,39.39,-120.67,Machine Pile Burn,2010-11-09,6.6,2010-11-09,6.6,2010-11-09,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Placer,39.31,-120.52,Machine Pile Burn,2010-10-15,5,2010-11-19,5,2010-11-19,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.5066,-120.8284,Machine Pile Burn,2009-10-15,5.6,2010-10-29,5.6,2010-10-29,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.5955,-120.9124,Machine Pile Burn,2010-11-17,15,2010-11-17,15,2010-11-17,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.5058,-120.8355,Machine Pile Burn,2010-10-01,3.7,2010-10-29,3.7,2010-10-29,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.4997,-120.8617,Machine Pile Burn,2010-10-29,15,2010-10-29,15,2010-10-29,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.5861,-120.9103,Machine Pile Burn,2010-11-18,10,2010-11-18,10,2010-11-18,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.62,-120.53,Machine Pile Burn,2010-10-15,6,2010-11-08,6,2010-11-08,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.5008,-120.862,Machine Pile Burn,2010-11-08,21,2010-11-08,21,2010-11-08,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Sierra,39.5883,-120.9315,Machine Pile Burn,2010-10-29,7,2010-10-29,7,2010-11-17,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.48,-121.08,Machine Pile Burn,2011-01-20,1.5,2011-01-20,1.5,2011-01-20,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.4877,-121.0794,Machine Pile Burn,2011-02-14,5,2011-02-14,5,2011-02-14,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.438,-121.087,Machine Pile Burn,2010-11-30,1,2010-11-30,1,2010-11-30,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.446,-121.1156,Machine Pile Burn,2010-11-09,2.1,2010-11-09,2,2010-11-09,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.451,-121.103,Machine Pile Burn,2010-11-09,1.1,2010-11-09,1.1,2010-11-09,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.4903,-121.0787,Machine Pile Burn,2011-02-14,20,2011-02-14,20,2011-02-14,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.4704,-121.1114,Machine Pile Burn,2010-10-15,2.3,2010-11-09,2.3,2010-11-09,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.482,-121.13,Machine Pile Burn,2010-11-09,1,2010-11-09,1,2010-11-09,N
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.41,-121.14,Machine Pile Burn,2010-10-15,22,2010-11-09,22,2010-11-09,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.45,-121.05,Machine Pile Burn,2010-10-15,1,2010-11-10,1,2010-11-10,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.501,-121.06,Machine Pile Burn,2010-12-02,1,2010-12-02,1,2010-12-02,Y
2011,05,17,Tahoe,53,Yuba River Ranger District,California,Yuba,39.4914,-121.0486,Machine Pile Burn,2011-01-18,1.1,2011-01-18,1.1,2011-01-18,Y
2011,05,17,Tahoe,54,American River Ranger District,California,Placer,39.546,-120.439,Machine Pile Burn,2010-11-01,13,2010-12-30,13,2010-12-30,N
2011,05,17,Tahoe,54,American River Ranger District,California,Placer,39.13,-120.8,Broadcast Burn,2010-03-15,13.5,2011-01-10,13.5,2011-01-10,N
2011,05,17,Tahoe,54,American River Ranger District,California,Placer,39,-120,Machine Pile Burn,2010-11-01,127,2010-12-15,25,2010-12-15,N
2011,05,17,Tahoe,54,American River Ranger District,California,Placer,39.51,-120.44,Machine Pile Burn,2010-11-15,2,2010-12-15,2,2010-12-15,N
2011,05,17,Tahoe,54,American River Ranger District,California,Placer,39.13,-120.8,Broadcast Burn,2010-03-15,7.9,2011-01-10,7.9,2011-01-10,N
