FY ,Region,Forest Code,Forest Name,District Code ,District Name,STATE ,COUNTY ,LATITUDE ,LONGITUDE ,Treatment Type,Planned Date,Planned Acres,Accomplished Date,Accomplished Acres,Completed Date,WUI 
2011,01,02,Beaverhead/Deerlodge,01,Dillon R D,Montana,Beaverhead,45.1221,-113.4538,Machine Pile Burn,2010-11-01,14,2010-11-15,14,2010-11-15,N
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.738,-112.794,Broadcast Burn,2011-06-06,136,2011-06-06,136,2011-06-06,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.68,-113.07,Machine Pile Burn,2011-06-07,51,2011-06-07,51,2011-06-07,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.74,-113.02,Machine Pile Burn,2011-05-16,8,2011-05-16,8,2011-05-16,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.66,-113.06,Machine Pile Burn,2011-06-08,24,2011-06-08,24,2011-06-08,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.68,-113.06,Machine Pile Burn,2011-05-26,7,2011-05-26,7,2011-05-26,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.65,-113.07,Machine Pile Burn,2011-05-30,8,2011-06-06,8,2011-06-06,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Beaverhead,45.51,-113.11,Machine Pile Burn,2011-05-30,5,2011-05-31,5,2011-05-31,Y
2011,01,02,Beaverhead/Deerlodge,02,Wise River,Montana,Deer Lodge,45.8889,-113.0434,Machine Pile Burn,2009-10-01,63,2010-11-02,63,2010-11-02,Y
2011,01,02,Beaverhead/Deerlodge,03,Wisdom,Montana,Beaverhead,45.59,-113.38,Jackpot Burn,2011-05-09,515,2011-06-21,515,2011-06-21,Y
2011,01,02,Beaverhead/Deerlodge,03,Wisdom,Montana,Beaverhead,45.546,-113.301,Fire Use,2011-08-24,2000,2011-09-30,2000,2011-09-30,Y
2011,01,02,Beaverhead/Deerlodge,03,Wisdom,Montana,Beaverhead,45.6,-113.35,Machine Pile Burn,2011-05-17,4,2011-05-17,4,2011-05-17,Y
2011,01,02,Beaverhead/Deerlodge,03,Wisdom,Montana,Beaverhead,45.6,-113.34,Machine Pile Burn,2011-04-21,14,2011-04-21,14,2011-04-21,Y
2011,01,02,Beaverhead/Deerlodge,03,Wisdom,Montana,Beaverhead,45.65,-113.78,Machine Pile Burn,2011-06-07,20,2011-06-07,20,2011-06-07,Y
2011,01,02,Beaverhead/Deerlodge,03,Wisdom,Montana,Beaverhead,45.79,-113.61,Machine Pile Burn,2011-05-24,6,2011-05-24,6,2011-05-24,Y
2011,01,02,Beaverhead/Deerlodge,07,Jefferson,Montana,Jefferson,46.0787,-112.3297,Fire Use,2011-08-15,80,2011-09-30,35,2011-09-30,N
2011,01,02,Beaverhead/Deerlodge,08,Pintler,Montana,Granite,45.9633,-113.6059,Fire Use,2011-09-01,1167,2011-09-30,762,2011-09-30,N
2011,01,02,Beaverhead/Deerlodge,08,Pintler,Montana,Granite,46.2023,-113.6684,Fire Use,2011-09-30,500,2011-09-30,558,2011-09-30,N
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46,-114,Machine Pile Burn,2010-10-10,11,2010-10-27,11,2010-10-27,Y
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46.5282,-114.1696,Machine Pile Burn,2010-11-01,30,2010-11-19,30,2010-11-19,Y
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46.5225,-114.1691,Machine Pile Burn,2010-10-01,76,2010-11-19,76,2010-11-19,Y
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46.5282,-114.1696,Machine Pile Burn,2010-11-01,30,2010-11-18,30,,Y
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46.1455,-113.8545,Machine Pile Burn,2010-10-01,32,2010-11-15,32,,N
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,16.5524,-113.8545,Machine Pile Burn,2010-10-01,12,2010-11-15,11,,Y
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46.5524,-113.8545,Machine Pile Burn,2010-10-15,21,2010-11-15,21,2010-11-15,N
2011,01,03,Bitterroot N.F.,01,Stevensville,Montana,Ravalli,46,-114,Machine Pile Burn,2010-10-01,5,2010-10-27,5,2010-10-27,Y
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.2244,-113.9198,Fire Use,2011-08-28,11087,2011-09-30,11087,2011-09-30,N
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.0795,-113.8707,Fire Use,2011-08-12,1467,2011-09-28,1467,2011-09-28,N
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.1198,-113.7639,Fire Use,2011-08-12,253,2011-09-28,253,,N
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.1905,-113.8165,Fire Use,2010-09-27,130,2010-11-01,130,2010-11-01,N
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,45.97,-114.073,Fire Use,2011-08-30,6,2011-09-05,6,2011-09-05,Y
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.0767,-114.1439,Broadcast Burn,2011-04-12,122,2011-05-13,70,,Y
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.0767,-114.1439,Broadcast Burn,2010-03-10,122,2011-05-13,70,2011-05-13,Y
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,45.9637,-114.221,Broadcast Burn,2010-03-01,78,2010-10-19,78,2010-10-19,Y
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.0957,-114.2298,Machine Pile Burn,2009-11-01,29,2010-11-19,29,2010-11-19,N
2011,01,03,Bitterroot N.F.,02,Darby,Montana,Ravalli,46.09,-114.17,Fire Use,2010-09-27,95,2010-11-01,95,2010-11-01,N
2011,01,03,Bitterroot N.F.,02,Darby,Montana,,,,Machine Pile Burn,2010-09-10,70,2010-11-09,70,2010-11-09,N
2011,01,03,Bitterroot N.F.,03,Sula,Montana,Ravalli,45.9167,-113.8427,Jackpot Burn,2010-09-01,22,2010-10-01,22,2010-10-01,N
2011,01,03,Bitterroot N.F.,03,Sula,Montana,Ravalli,45.95,-113.61,Fire Use,2011-09-10,372,2011-09-29,372,,N
2011,01,03,Bitterroot N.F.,04,West Fork,Idaho,Idaho,45.627,-114.623,Fire Use,2011-08-28,1866,2011-09-21,2236,2011-09-21,N
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45.612,-114.2249,Machine Pile Burn,2010-05-15,3,2010-11-08,3,2010-11-08,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Machine Pile Burn,2010-10-01,10,2011-05-24,10,2011-05-24,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Machine Pile Burn,2010-10-01,9,2010-11-18,9,2010-11-18,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Machine Pile Burn,2010-10-01,2,2010-11-16,2,2010-11-16,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Machine Pile Burn,2010-10-01,5,2010-11-08,5,2010-11-08,N
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45.6112,-114.2893,Machine Pile Burn,2010-11-08,60,2010-11-08,60,2010-11-08,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45.6029,-114.2983,Machine Pile Burn,2010-10-01,16,2010-11-18,16,2010-11-18,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Broadcast Burn,2010-09-30,191,2011-05-02,191,2011-05-02,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Broadcast Burn,2010-09-30,97,2011-05-05,97,2011-05-05,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Broadcast Burn,2010-09-30,49,2011-05-05,30,,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Broadcast Burn,2010-09-30,125,2011-05-05,125,2011-05-05,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Broadcast Burn,2009-10-01,23,2011-05-03,23,2011-05-03,Y
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45.8604,-114.2716,Fire Use,2011-08-05,2,2011-09-22,2,2011-09-22,N
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-114,Machine Pile Burn,2010-10-01,5,2010-11-08,5,2010-11-08,N
2011,01,03,Bitterroot N.F.,04,West Fork,Montana,Ravalli,45,-113,Machine Pile Burn,2010-10-01,5,2010-11-08,5,2010-11-08,Y
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4524,-115.514,Broadcast Burn,2011-09-25,24,2011-09-25,24,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4145,-115.5616,Machine Pile Burn,2010-10-20,4,2010-10-20,4,2010-10-20,Y
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5631,-116.0915,Broadcast Burn,2011-09-23,28,2011-09-23,28,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5634,-116.0946,Broadcast Burn,2011-09-23,38,2011-09-23,38,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5635,-116.1018,Broadcast Burn,2011-09-23,50,2011-09-23,50,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5547,-116.0908,Broadcast Burn,2011-09-23,25,2011-09-23,25,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5621,-116.0905,Broadcast Burn,2011-09-23,11,2011-09-23,11,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5618,-116.0859,Broadcast Burn,2011-09-23,20,2011-09-23,20,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5605,-116.0921,Broadcast Burn,2011-09-23,150,2011-09-23,150,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5631,-116.0858,Broadcast Burn,2011-09-23,10,2011-09-23,10,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5712,-116.0408,Broadcast Burn,2011-09-25,71,2011-09-25,71,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5439,-116.0607,Broadcast Burn,2011-09-23,34,2011-09-23,34,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5618,-116.1003,Broadcast Burn,2011-09-23,296,2011-09-23,296,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5533,-116.0724,Broadcast Burn,2011-09-23,35,2011-09-23,35,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5651,-116.033,Broadcast Burn,2011-09-25,107,2011-09-25,107,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5657,-116.032,Broadcast Burn,2011-09-25,37,2011-09-25,37,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5658,-116.0352,Broadcast Burn,2011-09-25,16,2011-09-25,16,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5639,-116.0358,Broadcast Burn,2011-09-25,157,2011-09-25,157,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5633,-116.0337,Broadcast Burn,2011-09-25,29,2011-09-25,29,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5442,-116.0636,Broadcast Burn,2011-09-23,133,2011-09-23,133,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5521,-116.0714,Broadcast Burn,2011-09-23,22,2011-09-23,22,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.553,-116.0738,Broadcast Burn,2011-09-23,37,2011-09-23,37,2011-09-23,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5737,-116.0433,Broadcast Burn,2011-09-25,115,2011-09-25,115,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5748,-116.0502,Broadcast Burn,2011-09-25,28,2011-09-25,28,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.5729,-116.0452,Broadcast Burn,2011-09-25,36,2011-09-25,36,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4441,-115.5201,Broadcast Burn,2011-09-25,20,2011-09-25,20,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4526,-115.5115,Broadcast Burn,2011-09-25,121,2011-09-25,121,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4457,-115.5046,Broadcast Burn,2011-09-25,59,2011-09-25,59,2011-09-25,N
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.3915,-115.5249,Broadcast Burn,2011-09-24,26,2011-09-24,26,2011-09-24,Y
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.3955,-115.5148,Broadcast Burn,2011-09-24,48,2011-09-24,48,2011-09-24,Y
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4126,-115.5508,Broadcast Burn,2011-09-24,71,2011-09-24,71,2011-09-24,Y
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.4106,-115.5543,Machine Pile Burn,2010-09-30,1,2010-10-06,1,2010-10-06,Y
2011,01,04,Idaho Panhandle,01,Wallace,Idaho,Shoshone,47.563,-116.093,Broadcast Burn,2011-09-23,24,2011-09-23,24,2011-09-23,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0465,-115.4591,Fire Use,2011-09-07,100,2011-09-07,100,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.08,-115.4312,Fire Use,2011-09-29,139,2011-09-29,139,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0947,-115.6207,Fire Use,2011-09-08,26,2011-09-08,26,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.366,-115.6623,Broadcast Burn,2011-09-30,6,2011-09-30,7,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.3642,-115.6667,Broadcast Burn,2011-09-30,11.5,2011-09-30,12,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.366,-115.6623,Broadcast Burn,2011-09-30,1,2011-09-30,1,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0569,-115.1419,Broadcast Burn,2011-09-30,179,2011-09-30,179,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0382,-115.1379,Broadcast Burn,2011-09-30,256,2011-09-30,256,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.366,-115.6623,Broadcast Burn,2011-09-30,6,2011-09-30,7,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.3642,-115.6667,Broadcast Burn,2011-09-30,11.5,2011-09-30,12,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0781,-115.2149,Broadcast Burn,2011-09-30,19,2011-09-30,19,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0755,-115.1725,Broadcast Burn,2011-09-30,17,2011-09-30,17,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0759,-115.1672,Broadcast Burn,2011-09-30,110,2011-09-30,110,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0785,-115.1586,Broadcast Burn,2011-09-30,58,2011-09-30,58,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0836,-115.2147,Broadcast Burn,2011-09-30,12,2011-09-30,12,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0857,-115.2127,Broadcast Burn,2011-09-30,42,2011-09-30,42,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0865,-115.2115,Broadcast Burn,2011-09-30,15,2011-09-30,15,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0897,-115.2077,Broadcast Burn,2011-09-30,15,2011-09-30,15,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0953,-115.2087,Broadcast Burn,2011-09-30,78,2011-09-30,78,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0946,-115.2117,Broadcast Burn,2011-09-30,52,2011-09-30,52,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0944,-115.215,Broadcast Burn,2011-09-30,44,2011-09-30,44,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.093,-115.2191,Broadcast Burn,2011-09-30,68,2011-09-30,68,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0874,-115.2199,Broadcast Burn,2011-09-30,30,2011-09-30,30,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0845,-115.2217,Broadcast Burn,2011-09-30,84,2011-09-30,84,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0905,-115.1675,Broadcast Burn,2011-09-30,97,2011-09-30,97,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0804,-115.1554,Broadcast Burn,2011-09-30,12,2011-09-30,12,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0936,-115.1572,Broadcast Burn,2011-09-30,52,2011-09-30,52,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0756,-115.1576,Broadcast Burn,2011-09-30,12,2011-09-30,12,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0839,-115.1656,Broadcast Burn,2011-09-30,15,2011-09-30,15,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0814,-115.1677,Broadcast Burn,2011-09-30,29,2011-09-30,29,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.4134,-115.7063,Broadcast Burn,2010-10-30,97,2010-10-30,97,2010-10-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.4171,-115.7178,Broadcast Burn,2010-10-30,92,2010-10-30,92,2010-10-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.366,-115.6623,Broadcast Burn,2011-09-30,1,2011-09-30,1,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0807,-115.2169,Broadcast Burn,2011-09-30,26,2011-09-30,26,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,46.9612,-115.7155,Fire Use,2011-08-30,10,2011-08-30,10,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.0878,-115.4716,Fire Use,2011-09-02,31,2011-09-02,31,2011-09-30,N
2011,01,04,Idaho Panhandle,02,Avery,Idaho,Shoshone,47.1264,-115.4608,Fire Use,2011-09-04,152,2011-09-04,152,2011-09-30,N
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.3704,-116.1691,Machine Pile Burn,2010-10-01,1,2010-10-01,1,2010-10-01,N
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2481,-116.7351,Broadcast Burn,2011-05-20,23,2011-05-20,23,2011-05-20,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.21,-116.2707,Machine Pile Burn,2010-10-11,23,2010-10-15,23,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2596,-116.7519,Machine Pile Burn,2010-10-15,4,2010-10-15,4,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2482,-116.7616,Machine Pile Burn,2010-10-15,24,2010-10-15,24,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2094,-116.2707,Machine Pile Burn,2010-10-15,17,2010-10-15,17,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2094,-116.2707,Machine Pile Burn,2010-10-15,29,2010-10-15,29,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2094,-116.2707,Machine Pile Burn,2010-10-11,36,2010-10-15,36,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2682,-116.7482,Machine Pile Burn,2010-10-15,13,2010-10-15,13,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2552,-116.752,Machine Pile Burn,2010-10-15,22,2010-10-15,22,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2623,-116.7548,Machine Pile Burn,2010-10-15,8,2010-10-15,8,2010-10-15,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2567,-116.7503,Broadcast Burn,2010-10-01,15,2011-05-20,15,2011-05-20,Y
2011,01,04,Idaho Panhandle,06,Sandpoint,Idaho,Bonner,48.2567,-116.7503,Broadcast Burn,2011-05-23,25,2011-05-23,25,2011-05-23,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48.6776,-116.1351,Machine Pile Burn,2010-01-01,26,2010-10-10,26,2010-10-10,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48.6776,-116.1351,Machine Pile Burn,2010-10-10,23,2010-10-10,23,2010-10-10,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48,-116,Machine Pile Burn,2010-10-15,10,2010-10-15,10,2010-10-15,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48.6776,-116.1351,Machine Pile Burn,2009-10-01,35,2010-10-15,35,2010-10-15,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48,-116,Fire Use,2011-09-28,593.8,2011-09-28,593.8,2011-09-28,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48.6776,-116.1351,Machine Pile Burn,2010-10-05,34,2010-10-05,34,2010-10-05,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48,-116,Machine Pile Burn,2009-11-01,7,2010-10-15,7,2010-10-15,Y
2011,01,04,Idaho Panhandle,07,Bonners Ferry,Idaho,Boundary,48,-116,Machine Pile Burn,2009-10-15,15,2010-10-15,15,2010-10-15,Y
2011,01,04,Idaho Panhandle,08,Priest Lake,Idaho,Bonner,48.204,-116.5845,Machine Pile Burn,2010-10-01,6,2011-04-11,6,2011-04-11,Y
2011,01,04,Idaho Panhandle,08,Priest Lake,Idaho,Bonner,48.25,-116.56,Broadcast Burn,2011-05-26,4,2011-05-26,4,2011-05-26,Y
2011,01,05,Clearwater,02,Palouse,Idaho,Latah,46.781,-116.4067,Machine Pile Burn,2011-01-01,51,2011-06-01,51,2011-06-01,Y
2011,01,05,Clearwater,02,Palouse,Idaho,Latah,46.7755,-116.4067,Machine Pile Burn,2011-01-01,58,2011-06-01,58,2011-06-01,Y
2011,01,05,Clearwater,03,North Fork,Idaho,Clearwater,46.8419,-115.491,Broadcast Burn,2011-08-20,67,2011-08-20,34,2011-08-20,Y
2011,01,05,Clearwater,03,North Fork,Idaho,Clearwater,46.8399,-115.506,Broadcast Burn,2011-08-20,141,2011-08-20,70,2011-08-20,Y
2011,01,05,Clearwater,03,North Fork,Idaho,Clearwater,46.8099,-114.921,Broadcast Burn,2011-08-11,4743,2011-08-13,4743,2011-08-13,N
2011,01,05,Clearwater,03,North Fork,Idaho,Clearwater,46.7999,-114.971,Broadcast Burn,2011-08-10,1095,2011-08-10,1095,2011-08-10,N
2011,01,05,Clearwater,03,North Fork,Idaho,Clearwater,46.5418,-115.4371,Machine Pile Burn,2011-08-01,36,2011-08-30,36,2011-08-30,N
2011,01,05,Clearwater,03,North Fork,Idaho,Idaho,46.4571,-115.3286,Fire Use,2011-08-15,861,2011-09-30,861,2011-09-30,N
2011,01,05,Clearwater,05,Lochsa,Idaho,Idaho,46.1566,-115.4633,Broadcast Burn,2011-08-29,34,2011-09-30,34,,Y
2011,01,05,Clearwater,05,Lochsa,Idaho,Idaho,46.1828,-115.3036,Fire Use,2011-08-04,34,2011-09-30,3,2011-09-30,N
2011,01,05,Clearwater,05,Lochsa,Idaho,Idaho,46.2055,-115.3036,Fire Use,2011-08-04,145,2011-09-30,145,2011-09-30,N
2011,01,05,Clearwater,06,Powell,Idaho,Idaho,46.5066,-114.505,Fire Use,2011-08-04,3918,2011-09-30,3918,2011-09-30,N
2011,01,05,Clearwater,06,Powell,Idaho,Idaho,46.61,-114.8183,Fire Use,2011-08-25,685,2011-09-30,685,2011-09-30,N
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.1497,-109.3448,Machine Pile Burn,2010-10-15,6,2010-11-01,6,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.243,-109.455,Machine Pile Burn,2010-10-01,5,2010-10-15,5,2010-10-15,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.1724,-109.3046,Machine Pile Burn,2010-10-15,5,2010-11-01,5,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.1603,-109.3856,Machine Pile Burn,2010-10-15,3,2010-11-01,3,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.156,-109.3526,Machine Pile Burn,2010-10-15,17,2010-11-01,17,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.156,-109.3617,Machine Pile Burn,2010-10-15,14,2010-11-01,14,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.2381,-109.4622,Machine Pile Burn,2010-10-15,7,2010-11-01,7,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.082,-109.3848,Machine Pile Burn,2010-10-15,8,2010-11-01,8,2010-11-01,Y
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.1541,-109.3526,Machine Pile Burn,2010-10-15,5,2010-11-01,5,2010-11-01,N
2011,01,08,Custer,02,Beartooth,Montana,Carbon,45.0723,-109.3849,Machine Pile Burn,2010-10-15,8,2010-11-01,8,2010-11-01,Y
